Category,Multi Asset Allocation,Mutual Fund,Scheme Name,Scheme Code,Primary Benchmark (Most Common)
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular IDCW Payout,153743,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth,153080,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular IDCW Payout,153079,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth,150703,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular IDCW,150705,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular Growth,150936,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular IDCW Payout,150937,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular Growth,150351,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular IDCW,150350,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth,150777,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular IDCW,150779,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth,151583,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW,151582,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular Growth,152268,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular IDCW payout,152269,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular Growth,152660,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular IDCW Payout,152661,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth,150701,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW,150700,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth,151428,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout,151426,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular Growth,153033,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular IDCW Payout,153032,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular Growth,152961,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular IDCW Payout,152960,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular Growth,152945,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular IDCW Payout,152946,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout,153178,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth,153177,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth,153445,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth,148965,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW,148964,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,101314,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,101313,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout,152801,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth,152800,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW,148806,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth,148805,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth,149837,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW,149836,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth,149792,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout,149791,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth,149198,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW,149201,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth,151560,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW,151561,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW,148812,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth,148811,Nifty 500 TRI
Other Scheme,Gold ETF,Aditya Birla Sun Life,Aditya Birla Sun Life Gold ETF,115127,Domestic Price of Gold
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life BSE Sensex ETF,139581,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Crisil 10 Year Gilt ETF,152802,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,152732,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout,151533,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,150498,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,150497,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty 50 ETF,115512,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Bank ETF,147735,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty Healthcare ETF,149262,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty IT ETF,149293,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sunlife Nifty Next 50 ETF,145881,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Nifty PSE ETF,152620,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,Aditya Birla Sun Life Silver ETF,149779,Nifty 500 TRI
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,132139,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,132138,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,132005,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,132003,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life US Equity Passive FOF-Regular Growth,149290,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life US Equity Passive FOF-Regular IDCW,149292,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular Growth,152142,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular IDCW,152144,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular Growth,152147,MSCI World Index
Other Scheme,FoF Overseas,Aditya Birla Sun Life,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular IDCW,152149,MSCI World Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Aggressive Hybrid Omni FOF-  Regular -  IDCW,132175,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Regular Plan - Growth Option,132174,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Conservative Hybrid Active FOF -Regular - IDCW,132179,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Conservative Hybrid Active FOF- Regular Plan - Growth Option,132178,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Regular Plan - Growth Option,132180,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF-Regular - IDCW,132181,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Gold Fund-Growth,116796,Domestic Price of Gold
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Gold Fund-REGULAR - IDCW,116795,Domestic Price of Gold
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- REGULAR - IDCW,131895,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Regular Plan - Growth Option,131896,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Multi Asset Omni FoF- Regular Plan - Growth Option,131864,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Multi Asset Omni FoF-REGULAR - IDCW,131863,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Multi-Asset Passive FOF-Regular Growth,150690,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Multi-Asset Passive FOF-Regular IDCW,150691,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Silver ETF FOF-Regular Growth,149783,Domestic Price of Silver
Other Scheme,FoF Domestic,Aditya Birla Sun Life,Aditya Birla Sun Life Silver ETF FOF-Regular IDCW,149784,Domestic Price of Silver
Equity Scheme,Flexi Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,103166,NIFTY 500 TRI
Equity Scheme,Flexi Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW,103165,NIFTY 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH,153529,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH,153530,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION,153330,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION,153331,Nifty 500 TRI
Other Scheme,Gold ETF,Aditya Birla Sun Life,ANGEL ONE GOLD ETF,153826,Domestic Price of Gold
Other Scheme,Other  ETFs,Aditya Birla Sun Life,ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH,153451,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,ANGEL ONE NIFTY 50 ETF,153531,Nifty 500 TRI
Other Scheme,Other  ETFs,Aditya Birla Sun Life,ANGEL ONE NIFTY TOTAL MARKET ETF,153332,Nifty 500 TRI
Other Scheme,FoF Domestic,Aditya Birla Sun Life,ANGEL ONE GOLD ETF FOF - REGULAR GROWTH,153828,Domestic Price of Gold
Other Scheme,FoF Domestic,Aditya Birla Sun Life,ANGEL ONE GOLD ETF FOF- DIRECT GROWTH,153827,Domestic Price of Gold
Equity Scheme,Multi Cap Fund,Axis,Axis Multicap Fund - Regular Plan - Growth,149382,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Multi Cap Fund,Axis,Axis Multicap Fund - Regular Plan - IDCW,149387,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Large Cap Fund,Axis,Axis Large Cap Fund - Regular Plan - Growth,112277,NIFTY 100 TRI
Equity Scheme,Large Cap Fund,Axis,Axis Large Cap Fund - Regular Plan - IDCW,112278,NIFTY 100 TRI
Equity Scheme,Large & Mid Cap Fund,Axis,Axis Large & Mid Cap Fund - Regular Plan - Growth,145112,NIFTY LargeMidcap 250 TRI
Equity Scheme,Large & Mid Cap Fund,Axis,Axis Large & Mid Cap Fund - Regular Plan - IDCW,145111,NIFTY LargeMidcap 250 TRI
Equity Scheme,Mid Cap Fund,Axis,Axis Midcap Fund - Regular Plan - Growth,114564,NIFTY Midcap 150 TRI
Equity Scheme,Mid Cap Fund,Axis,Axis Midcap Fund - Regular Plan - IDCW,114565,NIFTY Midcap 150 TRI
Equity Scheme,Small Cap Fund,Axis,Axis Small Cap Fund - Regular Plan - Growth,125350,NIFTY Smallcap 250 TRI
Equity Scheme,Small Cap Fund,Axis,Axis Small Cap Fund - Regular Plan - IDCW,125352,NIFTY Smallcap 250 TRI
Equity Scheme,Value Fund,Axis,Axis Value Fund - Regular Plan - Growth,149167,NIFTY 500 TRI
Equity Scheme,Value Fund,Axis,Axis Value Fund - Regular Plan - IDCW,149165,NIFTY 500 TRI
Equity Scheme,Focused Fund,Axis,Axis Focused Fund - Regular Plan - Growth Option,117560,NIFTY 500 TRI
Equity Scheme,Focused Fund,Axis,Axis Focused Fund - Regular Plan - IDCW,117559,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Business Cycles Fund - Regular Plan - Growth,151366,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Business Cycles Fund - Regular Plan - IDCW,151367,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Business Cycles Fund - Regular Plan - IDCW,151367,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Consumption Fund Regular Plan - Growth,152804,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Consumption Fund Regular Plan - IDCW,152806,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis ESG Integration Strategy Fund - Regular Plan - Growth Option,147929,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis ESG Integration Strategy Fund - Regular Plan - IDCW,147930,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis India Manufacturing Fund - Regular Plan - Growth,152205,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis India Manufacturing Fund - Regular Plan - IDCW,152203,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Innovation Fund - Regular Plan - Growth Option,148631,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Innovation Fund - Regular Plan - IDCW,148633,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Momentum Fund - Regular Plan - Growth Option,153085,NIFTY 200 Momentum 30 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Momentum Fund - Regular Plan - IDCW Option,153082,NIFTY 200 Momentum 30 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Quant Fund - Regular Plan - Growth,148992,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Quant Fund - Regular Plan - IDCW,148995,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Services Opportunities Fund - Regular Plan - Growth Option,153621,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Axis,Axis Services Opportunities Fund - Regular Plan - IDCW Option,153623,NIFTY 500 TRI
Equity Scheme,ELSS,Axis,Axis ELSS Tax Saver Fund - Regular Plan - Growth,112323,NIFTY 500 TRI
Equity Scheme,ELSS,Axis,Axis ELSS Tax Saver Fund - Regular Plan - IDCW,112322,NIFTY 500 TRI
Debt Scheme,Overnight Fund,Axis,Axis Overnight Fund - Regular Plan - Daily IDCW,146682,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Axis,Axis Overnight Fund - Regular Plan - Growth Option,146678,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Axis,Axis Overnight Fund - Regular Plan - Monthly IDCW,146681,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Axis,Axis Overnight Fund - Regular Plan - Weekly IDCW,146680,NIFTY 1D Rate Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Regular Plan - Daily IDCW,112211,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Regular Plan - Growth Option,112210,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Regular Plan - Monthly IDCW,112213,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Regular Plan - Weekly IDCW,112212,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Retail Plan - Daily IDCW,112712,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Retail Plan - Growth Option,112713,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Retail Plan - Monthly IDCW,112714,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Axis,Axis Liquid Fund - Retail Plan - Weekly IDCW,112715,NIFTY Liquid Index
Debt Scheme,Ultra Short Duration Fund,Axis,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,144758,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Axis,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,144760,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Axis,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,144761,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Axis,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,144762,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Axis,Axis Ultra Short Duration Fund - Regular Plan Growth,144759,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Regular Plan - Daily IDCW,112215,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Regular Plan - Growth Option,112214,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW,112217,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW,112216,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,112720,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Retail Plan - Growth Option,112717,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW,112718,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Axis,Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,112719,NIFTY Low Duration Debt Index
Debt Scheme,Money Market Fund,Axis,Axis Money Market Fund - Regular Plan - Annual IDCW,147575,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,Axis,Axis Money Market Fund - Regular Plan - Daily IDCW,147577,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,Axis,Axis Money Market Fund - Regular Plan - Growth Option,147568,NIFTY Money Market Index (A-I / B-I)
