Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
Groww Nifty 500 Momentum 50 ETF,equity,equity,INF666M01JX7,153453,Regular,-2.74,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45094/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty 500 Momentum 50 ETF FoF Reg,equity,equity,INF666M01KC9,153456,Regular,-3.55,,,BSE 500 TRI,-1.52,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45095/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Total Market Index Reg,equity,equity,INF666M01HJ0,152127,Regular,-2.03,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43804/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC BSE 500 ETF,equity,equity,INF179KA1IZ7,128629,Regular,-1.82,12.31,,BSE 500 TRI,-1.52,12.67,,-0.32,1,0.45,15.3,12.69,,,,,25,https://www.valueresearchonline.com/funds/43117/,4,2,3,3,N/A,12,Moderately High Risk
HDFC BSE 500 Index Reg,equity,equity,INF179KC1GH7,151729,Regular,-2.36,11.41,,BSE 500 TRI,-1.52,12.67,,-1.11,1,0.4,15.23,11.86,,,,,25,https://www.valueresearchonline.com/funds/43476/,4,2,3,3,N/A,12,Moderately High Risk
HDFC Diversified Equity All Cap Active FoF Reg,equity,equity,INF179KC1JR0,153861,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45483/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Flexi Cap Reg,equity,equity,INF277KA1299,149351,Regular,0.83,17.08,17.88,BSE 500 TRI,-1.52,12.67,12.33,4.8,0.82,0.82,12.99,16.5,,,,,25,https://www.valueresearchonline.com/funds/219/,10,6,4,5,N/A,25,Low Risk
HDFC Focused Reg,equity,equity,INF767K01535,105823,Regular,-0.03,16.69,18.93,BSE 500 TRI,-1.52,12.67,12.33,4.58,0.79,0.81,12.78,16.1,,,,,25,https://www.valueresearchonline.com/funds/2372/,10,6,4,5,N/A,25,Low Risk
HDFC Retirement Savings Equity Reg,equity,equity,INF955L01IY6,152904,Regular,-5.88,10.85,13.13,BSE 500 TRI,-1.52,12.67,12.33,-0.91,0.86,0.39,13.4,11.09,,,,,25,https://www.valueresearchonline.com/funds/31779/,4,2,4,4,N/A,14,Moderately High Risk
HSBC Flexi Cap Reg,equity,equity,INF336L01AF5,102252,Regular,1.51,16.61,14.22,BSE 500 TRI,-1.52,12.67,12.33,3.19,1.08,0.64,17.2,16.81,,,,,25,https://www.valueresearchonline.com/funds/2072/,10,4,2,2,N/A,18,Moderate Risk
HSBC Focused Reg,equity,equity,INF336L01PE6,148409,Regular,4.22,14.52,11.53,BSE 500 TRI,-1.52,12.67,12.33,1.65,1.03,0.54,16.8,14.88,,,,,25,https://www.valueresearchonline.com/funds/41020/,8,2,3,3,N/A,16,Moderately High Risk
Helios Flexi Cap Reg,equity,equity,INF0R8701012,152136,Regular,7.57,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43837/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru BSE 500 ETF,equity,equity,INF109KC1V91,149331,Regular,-1.84,12.3,11.96,BSE 500 TRI,-1.52,12.67,12.33,-0.33,1,0.45,15.29,12.67,,,,,25,https://www.valueresearchonline.com/funds/36037/,4,2,3,3,N/A,12,Moderately High Risk
ICICI Pru BSE 500 ETF FOF,equity,equity,INF084M01077,132174,Regular,-2.38,11.67,,BSE 500 TRI,-1.52,12.67,,-0.85,0.99,0.41,15.22,12.11,,,,,1,https://www.valueresearchonline.com/funds/41850/,4,2,3,3,N/A,12,Moderately High Risk
ICICI Pru Diversified Equity All Cap Active FoF,equity,equity,INF2JJD01169,154041,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45887/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Diversified Equity All Cap Omni FoF,equity,equity,INF2JJD01169,154041,Regular,-0.08,16.97,15.89,BSE 500 TRI*,-1.52,12.67,12.33,4.37,0.92,0.77,14.27,16.79,,,,,10,https://www.valueresearchonline.com/funds/40660/,10,4,3,4,N/A,21,Moderate Risk
ICICI Pru Flexicap,equity,equity,INF247L01GM7,154113,Regular,6.06,15.7,,BSE 500 TRI,-1.52,12.67,,2.88,0.96,0.64,15.31,15.57,,,,,25,https://www.valueresearchonline.com/funds/41523/,8,4,3,3,N/A,18,Moderate Risk
ICICI Pru Focused Equity,equity,equity,INF192K01577,107410,Regular,1.98,18.24,16.63,BSE 500 TRI,-1.52,12.67,12.33,4.98,0.96,0.78,15.21,17.68,,,,,25,https://www.valueresearchonline.com/funds/10399/,10,4,3,3,N/A,20,Moderate Risk
ICICI Pru Nifty 500 Index,equity,equity,INF579M01AL6,151164,Regular,-2.29,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44818/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Retirement Pure Equity,equity,equity,INF666M01FJ4,145605,Regular,4.47,21.93,21.01,BSE 500 TRI,-1.52,12.67,12.33,7.92,1.03,0.93,16.45,21.17,,,,,25,https://www.valueresearchonline.com/funds/39053/,12,6,3,3,N/A,24,Low Risk
ITI Flexi Cap Reg,equity,equity,INF00XX01CL3,151377,Regular,6.7,18.66,,BSE 500 TRI,-1.52,12.67,,5.05,1.07,0.74,17.34,18.59,,,,,25,https://www.valueresearchonline.com/funds/43118/,12,4,2,2,N/A,20,Moderate Risk
ITI Focused Reg,equity,equity,INF00XX01CV2,151778,Regular,4.9,17.45,,BSE 500 TRI,-1.52,12.67,,4.29,1.02,0.71,16.32,17.45,,,,,25,https://www.valueresearchonline.com/funds/43532/,10,4,3,3,N/A,20,Moderate Risk
Invesco India Flexi Cap Reg,equity,equity,INF205KA1460,149766,Regular,0,18.38,,BSE 500 TRI,-1.52,12.67,,4.96,1.05,0.72,17.32,18.32,,,,,25,https://www.valueresearchonline.com/funds/42012/,10,4,2,3,N/A,19,Moderate Risk
Invesco India Focused Reg,equity,equity,INF205KA1189,148483,Regular,-1.33,21.06,15.76,BSE 500 TRI,-1.52,12.67,12.33,7.41,1.02,0.84,17.56,20.58,,,,,24,https://www.valueresearchonline.com/funds/41094/,12,6,2,3,N/A,23,Moderate Risk
JM Flexicap Reg,equity,equity,INF192K01635,109522,Regular,-1.98,15.94,16.63,BSE 500 TRI,-1.52,12.67,12.33,2.87,1.05,0.61,17.22,16.23,,,,,25,https://www.valueresearchonline.com/funds/8653/,8,4,2,3,N/A,17,Moderately High Risk
JM Focused Reg,equity,equity,INF192K01577,107410,Regular,-0.58,13.65,13.76,BSE 500 TRI,-1.52,12.67,12.33,0.8,1.04,0.49,17.01,14.1,,,,,25,https://www.valueresearchonline.com/funds/6673/,6,2,2,3,N/A,13,Moderately High Risk
Kotak Flexicap Reg,equity,equity,INF178L01BO1,133782,Regular,-1.66,13.46,12.02,BSE 500 TRI,-1.52,12.67,12.33,1.02,0.95,0.53,14.91,13.66,,,,,25,https://www.valueresearchonline.com/funds/10594/,6,2,3,4,N/A,15,Moderately High Risk
Kotak Focused Reg,equity,equity,INF174KA1EK3,147477,Regular,6.33,15.22,13.1,BSE 500 TRI,-1.52,12.67,12.33,2.62,0.93,0.64,14.52,15.13,,,,,25,https://www.valueresearchonline.com/funds/40096/,8,4,3,4,N/A,19,Moderate Risk
Kotak Nifty Alpha 50 ETF,equity,equity,INF174K01KH7,123693,Regular,-0.17,19.27,,BSE 500 TRI,-1.52,12.67,,4.99,1.34,0.64,23.05,20.46,,,,,25,https://www.valueresearchonline.com/funds/41896/,10,4,1,1,N/A,16,Moderately High Risk
Kotak Nifty Alpha 50 Index Reg,equity,equity,INF174KA1XJ5,153784,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45400/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty500 Momentum 50 Index Reg,equity,equity,INF174KA1YF1,154030,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45644/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
LIC MF Children's Reg,equity,equity,INF767K01048,101271,Regular,1.95,9.31,8.36,BSE 500 TRI,-1.52,12.67,12.33,-2.23,0.9,0.28,14.95,10.05,,,,,25,https://www.valueresearchonline.com/funds/1135/,2,2,3,4,N/A,11,High Risk
LIC MF Flexi Cap Reg,equity,equity,INF767K01071,100313,Regular,6.02,11.99,11.21,BSE 500 TRI,-1.52,12.67,12.33,-0.3,0.98,0.42,16.12,12.56,,,,,25,https://www.valueresearchonline.com/funds/134/,4,2,3,3,N/A,12,Moderately High Risk
LIC MF Focused Reg,equity,equity,INF397L01KE9,152009,Regular,-2.16,9.52,10.12,BSE 500 TRI,-1.52,12.67,12.33,-2.43,0.94,0.28,15.61,10.17,,,,,25,https://www.valueresearchonline.com/funds/34736/,2,2,3,4,N/A,11,High Risk
Mahindra Manulife Flexi Cap Reg,equity,equity,INF955L01IY6,152904,Regular,-4.69,10.84,,BSE 500 TRI,-1.52,12.67,,-1.24,0.93,0.38,14.47,11.29,,,,,25,https://www.valueresearchonline.com/funds/41631/,4,2,3,4,N/A,13,Moderately High Risk
Mahindra Manulife Focused Reg,equity,equity,INF174V01AD4,148571,Regular,-0.17,16.04,14.83,BSE 500 TRI,-1.52,12.67,12.33,3.52,0.91,0.69,14.57,15.9,,,,,25,https://www.valueresearchonline.com/funds/41167/,10,4,3,4,N/A,21,Moderate Risk
Mirae Asset Flexi Cap Reg,equity,equity,INF769K01JG8,151414,Regular,1.16,12.85,,BSE 500 TRI,-1.52,12.67,,0.47,0.93,0.5,14.45,13,,,,,25,https://www.valueresearchonline.com/funds/43132/,6,2,3,4,N/A,15,Moderately High Risk
Mirae Asset Focused Reg,equity,equity,INF769K01ES4,147203,Regular,-7.06,6.7,6.83,BSE 500 TRI,-1.52,12.67,12.33,-5.08,0.94,0.11,15.46,7.53,,,,,25,https://www.valueresearchonline.com/funds/39821/,1,2,3,4,N/A,10,High Risk
Mirae Asset Nifty Total Market Index Reg,equity,equity,INF769K01MA5,152970,Regular,-1.92,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44599/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal BSE 1000 Index Reg,equity,equity,INF247L01FN7,153597,Regular,-2.19,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45218/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Diversified Equity Flexicap Passive FoF Reg,equity,equity,INF247L01GM7,154113,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,3,https://www.valueresearchonline.com/funds/45728/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Flexi Cap Reg,equity,equity,INF955L01IY6,152904,Regular,-7.56,17.87,12.01,BSE 500 TRI,-1.52,12.67,12.33,5.27,0.96,0.7,17.31,17.97,,,,,25,https://www.valueresearchonline.com/funds/26123/,12,4,2,3,N/A,21,Moderate Risk
Motilal Oswal Focused Reg,equity,equity,INF247L01155,122387,Regular,12.26,11.16,9.29,BSE 500 TRI,-1.52,12.67,12.33,-1.36,1.06,0.33,19.21,12.11,,,,,25,https://www.valueresearchonline.com/funds/19512/,4,2,2,2,N/A,10,High Risk
Motilal Oswal Nifty 500 ETF,equity,equity,INF247L01247,124234,Regular,-1.38,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43812/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 500 Index Reg,equity,equity,INF247L01AF4,147795,Regular,-2.04,12.01,11.4,BSE 500 TRI,-1.52,12.67,12.33,-0.63,1,0.43,15.32,12.39,,,,,25,https://www.valueresearchonline.com/funds/40239/,4,2,3,3,N/A,12,Moderately High Risk
Motilal Oswal Nifty 500 Momentum 50 ETF,equity,equity,INF247L01DL6,152875,Regular,-2.88,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44555/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 500 Momentum 50 Index Reg,equity,equity,INF247L01DM4,152876,Regular,-3.59,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44553/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty Alpha 50 ETF,equity,equity,INF247L01EJ8,153258,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45363/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
NJ Flexi Cap Reg,equity,equity,INF0J8L01131,151920,Regular,-4.84,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43712/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Navi Flexi Cap Reg,equity,equity,INF959L01EE9,143787,Regular,7.01,11.61,11.62,BSE 500 TRI,-1.52,12.67,12.33,-0.72,0.98,0.41,15.68,12.16,,,,,25,https://www.valueresearchonline.com/funds/36680/,4,2,3,3,N/A,12,Moderately High Risk
Nippon India Diversified Equity Flexicap Passive FoF Reg,equity,equity,INF204KB13X3,148641,Regular,-2.33,11.8,11.22,BSE 500 TRI,-1.52,12.67,12.33,-0.82,1,0.42,15.3,12.16,,,,,3,https://www.valueresearchonline.com/funds/41239/,4,2,3,3,N/A,12,Moderately High Risk
Nippon India Flexi Cap Reg,equity,equity,INF204KC1097,149089,Regular,-0.88,12.5,,BSE 500 TRI,-1.52,12.67,,-0.08,1,0.46,15.65,12.93,,,,,25,https://www.valueresearchonline.com/funds/41614/,4,2,3,3,N/A,12,Moderately High Risk
Nippon India Focused Reg,equity,equity,INF955L01IY6,152904,Regular,-0.07,12.68,12.26,BSE 500 TRI,-1.52,12.67,12.33,0.27,0.94,0.47,15.02,12.88,,,,,25,https://www.valueresearchonline.com/funds/3900/,6,2,3,4,N/A,15,Moderately High Risk
Nippon India Nifty 500 Low Volatility 50 Index Reg,equity,equity,INF204KC1EN9,153475,Regular,-1.08,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45107/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Nifty 500 Momentum 50 Index Reg,equity,equity,INF204KC1DD2,152883,Regular,-2.68,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44556/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Nifty 500 Quality 50 Index Reg,equity,equity,INF204KC1ET6,153472,Regular,-3.7,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45103/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Retirement Wealth Creation Reg,equity,equity,INF955L01IY6,152904,Regular,-1.88,13.22,12.58,BSE 500 TRI,-1.52,12.67,12.33,0.75,0.97,0.51,15.12,13.52,,,,,25,https://www.valueresearchonline.com/funds/29289/,6,2,3,3,N/A,14,Moderately High Risk
Old Bridge Flexi Cap Reg,equity,equity,INF0S5R01166,154226,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45844/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Old Bridge Focused Reg,equity,equity,INF0S5R01034,152361,Regular,7.79,,,BSE 500 TRI,-1.52,,,,,,,,,,,,24,https://www.valueresearchonline.com/funds/44036/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
PGIM India Flexi Cap Reg,equity,equity,INF663L01FJ3,133836,Regular,-1.39,9.66,8.98,BSE 500 TRI,-1.52,12.67,12.33,-2.25,0.91,0.3,14.42,10.12,,,,,25,https://www.valueresearchonline.com/funds/29471/,2,2,3,4,N/A,11,High Risk
Parag Parikh Flexi Cap Reg,equity,equity,INF879O01019,122640,Regular,-3.18,14.02,13.83,BSE 500 TRI,-1.52,12.67,12.33,3.38,0.6,0.78,9.92,13.52,,,,,25,https://www.valueresearchonline.com/funds/19699/,10,4,6,6,N/A,26,Low Risk
Quant Flexi Cap Reg,equity,equity,INF966L01457,109830,Regular,9.77,18.04,15.91,BSE 500 TRI,-1.52,12.67,12.33,4.22,1.16,0.65,19.46,18.38,,,,,25,https://www.valueresearchonline.com/funds/8827/,10,4,2,1,N/A,17,Moderately High Risk
Quantum Diversified Equity All Cap Active FoF Reg,equity,equity,INF082J01275,141063,Regular,-0.83,12.83,11.53,BSE 500 TRI,-1.52,12.67,12.33,0.46,0.92,0.5,14.25,12.91,,,,,7,https://www.valueresearchonline.com/funds/33962/,6,2,3,4,N/A,15,Moderately High Risk
SBI Flexicap Reg,equity,equity,INF200K01222,103215,Regular,-2.44,9.11,9.25,BSE 500 TRI,-1.52,12.67,12.33,-2.52,0.87,0.28,13.58,9.57,,,,,25,https://www.valueresearchonline.com/funds/2859/,2,2,4,4,N/A,12,Moderately High Risk
SBI Focused Reg,equity,equity,INF200K01370,102756,Regular,8.75,16.09,13.1,BSE 500 TRI,-1.52,12.67,12.33,3.92,0.83,0.7,13.99,15.67,,,,,24,https://www.valueresearchonline.com/funds/2415/,10,4,4,5,N/A,23,Moderate Risk
SBI Nifty 500 Index Reg,equity,equity,INF200KB1357,152906,Regular,-2.02,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44565/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Retirement Benefit Aggressive Reg,equity,equity,INF200KA1S30,148698,Regular,-1.83,9.08,12.1,BSE 500 TRI,-1.52,12.67,12.33,-2.88,0.94,0.26,14.73,9.69,,,,,25,https://www.valueresearchonline.com/funds/41269/,2,2,3,4,N/A,11,High Risk
Samco Flexi Cap Reg,equity,equity,INF0K1H01016,149449,Regular,-10.01,-1.05,,BSE 500 TRI,-1.52,12.67,,-12.61,1.07,-0.26,19.21,0.87,,,,,25,https://www.valueresearchonline.com/funds/41934/,1,1,2,2,N/A,6,High Risk
Shriram Flexi Cap Reg,equity,equity,INF680P01075,144902,Regular,-3.67,8.24,8.31,BSE 500 TRI,-1.52,12.67,12.33,-3.8,1,0.2,16.9,9.23,,,,,25,https://www.valueresearchonline.com/funds/37579/,2,2,3,3,N/A,10,High Risk
Sundaram Flexi Cap Reg,equity,equity,INF903JA1LB8,150568,Regular,-3.57,9.87,,BSE 500 TRI,-1.52,12.67,,-2.1,0.91,0.31,14.39,10.3,,,,,25,https://www.valueresearchonline.com/funds/42502/,2,2,3,4,N/A,11,High Risk
Sundaram Focused Reg,equity,equity,INF903J016H9,134356,Regular,-1.08,10.48,10.14,BSE 500 TRI,-1.52,12.67,12.33,-0.83,0.81,0.39,13.05,10.84,,,,,25,https://www.valueresearchonline.com/funds/2916/,4,2,4,5,N/A,15,Moderately High Risk
TRUST MF Flexi Cap Reg,equity,equity,INF0GCD01719,152582,Regular,1.12,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44269/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata Children's Reg,equity,equity,INF0GCD01537,151322,Regular,-10.11,7.04,8.7,BSE 500 TRI,-1.52,12.67,12.33,-5.04,0.97,0.13,15.23,7.77,,,,,25,https://www.valueresearchonline.com/funds/210/,1,2,3,3,N/A,9,High Risk
Tata Flexi Cap Reg,equity,equity,INF277K019K2,144548,Regular,-5.18,11.53,10.21,BSE 500 TRI,-1.52,12.67,12.33,-0.3,0.86,0.43,13.61,11.68,,,,,25,https://www.valueresearchonline.com/funds/37435/,4,2,4,4,N/A,14,Moderately High Risk
Tata Focused Reg,equity,equity,INF277K010Y2,147760,Regular,-1.37,11.51,11.4,BSE 500 TRI,-1.52,12.67,12.33,-0.62,0.92,0.41,14.6,11.78,,,,,25,https://www.valueresearchonline.com/funds/40403/,4,2,3,4,N/A,13,Moderately High Risk
Tata Retirement Savings Progressive Reg,equity,equity,INF277K01FG0,115942,Regular,0.61,14.24,11.27,BSE 500 TRI,-1.52,12.67,12.33,1.35,1,0.53,16.3,14.38,,,,,25,https://www.valueresearchonline.com/funds/13413/,6,2,3,3,N/A,14,Moderately High Risk
Taurus Flexi Cap Reg,equity,equity,INF044D01989,100476,Regular,-1.64,12.42,10.49,BSE 500 TRI,-1.52,12.67,12.33,-0.45,1.02,0.43,16.1,12.68,,,,,25,https://www.valueresearchonline.com/funds/214/,4,2,3,3,N/A,12,Moderately High Risk
The Wealth Company Flexi Cap Reg,equity,equity,INF2F0001016,153870,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45497/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Children's Equity Reg,equity,equity,-,102267,Regular,-6.65,8.48,8.21,BSE 500 TRI,-1.52,12.67,12.33,-3.47,0.94,0.22,14.66,9.07,,,,,25,https://www.valueresearchonline.com/funds/2090/,2,2,3,4,N/A,11,High Risk
UTI Flexi Cap Reg,equity,equity,INF00XX01CL3,151377,Regular,-6.2,7.3,5.88,BSE 500 TRI,-1.52,12.67,12.33,-4.12,0.86,0.15,14.29,7.89,,,,,25,https://www.valueresearchonline.com/funds/247/,2,2,3,4,N/A,11,High Risk
UTI Focused Reg,equity,equity,INF789F1AUY5,149090,Regular,-3.8,9.92,,BSE 500 TRI,-1.52,12.67,,-2.21,0.93,0.31,14.73,10.3,,,,,25,https://www.valueresearchonline.com/funds/41627/,2,2,3,4,N/A,11,High Risk
UTI Nifty500 Shariah Index Reg,equity,equity,-,154198,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45820/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Unifi Flexi Cap Reg,equity,equity,INF1MIY01049,153542,Regular,1.21,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45188/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Children's Reg,equity,equity,INF582M01JI7,152217,Regular,1.59,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43922/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Diversified Equity All Cap Active FoF Reg,equity,equity,INF582M01LV6,153822,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45471/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Flexi Cap Reg,equity,equity,INF0GCD01537,151322,Regular,-0.12,12.34,11.61,BSE 500 TRI,-1.52,12.67,12.33,-0.01,0.94,0.46,14.87,12.59,,,,,25,https://www.valueresearchonline.com/funds/12817/,4,2,3,4,N/A,13,Moderately High Risk
Union Focused Reg,equity,equity,INF582M01FW6,147490,Regular,5.7,12.38,11.22,BSE 500 TRI,-1.52,12.67,12.33,0.49,0.86,0.47,14.26,12.53,,,,,25,https://www.valueresearchonline.com/funds/40106/,6,2,3,4,N/A,15,Moderately High Risk
Union Retirement Reg,equity,equity,INF582M01IM1,150552,Regular,3.85,14.69,,BSE 500 TRI,-1.52,12.67,,2.28,0.9,0.62,14.15,14.6,,,,,25,https://www.valueresearchonline.com/funds/42490/,8,4,3,4,N/A,19,Moderate Risk
WhiteOak Capital Flexi Cap Reg,equity,equity,INF03VN01662,150799,Regular,0.74,15.43,,BSE 500 TRI,-1.52,12.67,,2.94,0.91,0.66,14.4,15.3,,,,,25,https://www.valueresearchonline.com/funds/42318/,8,4,3,4,N/A,19,Moderate Risk
ABSL Global Emerging Opportunities Reg**,equity,equity,INF084M01AT0,132138,Regular,28.23,20.71,11.1,BSE 500 TRI*,-1.52,12.67,12.33,,,0.85,16.06,19.48,,,,,1,https://www.valueresearchonline.com/funds/8751/,N/A,6,3,N/A,N/A,9,Moderate Risk
ABSL Global Excellence Equity FoF Reg**,equity,equity,INF084M01AZ7,132005,Regular,28.86,21.95,13.91,BSE 500 TRI*,-1.52,12.67,12.33,,,1.07,13.74,20.46,,,,,1,https://www.valueresearchonline.com/funds/6275/,N/A,8,4,N/A,N/A,12,Low Risk
ABSL International Equity Reg,equity,equity,INF209K01520,106873,Regular,28.3,19.19,11.51,BSE 500 TRI,-1.52,12.67,12.33,,,0.94,13.69,18.64,,,,,25,https://www.valueresearchonline.com/funds/5802/,N/A,6,4,N/A,N/A,10,Moderate Risk
ABSL US Equity Passive FoF Reg,equity,equity,INF209KB15C1,149290,Regular,48.13,31.29,,BSE 500 TRI,-1.52,12.67,,,,1.24,18.9,29.15,,,,,1,https://www.valueresearchonline.com/funds/41795/,N/A,10,2,N/A,N/A,12,Low Risk
Axis Global Equity Alpha FoF Reg,equity,equity,INF846K01X30,148486,Regular,22.07,21.22,13.41,BSE 500 TRI,-1.52,12.67,12.33,,,1.05,13.55,20.06,,,,,1,https://www.valueresearchonline.com/funds/41098/,N/A,8,4,N/A,N/A,12,Low Risk
Axis Global Innovation FoF Reg,equity,equity,INF846K01Z53,148953,Regular,28.8,22.77,12.25,BSE 500 TRI,-1.52,12.67,12.33,,,0.87,18.52,21.86,,,,,1,https://www.valueresearchonline.com/funds/41494/,N/A,6,2,N/A,N/A,8,Moderately High Risk
Axis Greater China Equity FoF Reg**,equity,equity,INF846K01Y62,148701,Regular,41.32,17.92,3.22,BSE 500 TRI*,-1.52,12.67,12.33,,,0.62,20.75,18.65,,,,,1,https://www.valueresearchonline.com/funds/41285/,N/A,4,2,N/A,N/A,6,Moderately High Risk
Axis NASDAQ 100 US Specific Equity Passive FoF Reg,equity,equity,INF846K015K2,150750,Regular,46.63,30.71,,BSE 500 TRI,-1.52,12.67,,,,1.26,18.2,28.74,,,,,1,https://www.valueresearchonline.com/funds/42631/,N/A,10,2,N/A,N/A,12,Low Risk
Bandhan US specific Equity Active FoF Reg**,equity,equity,INF194KB1CC9,149100,Regular,24.87,24.83,,BSE 500 TRI*,-1.52,12.67,,,,1.05,17.15,23.82,,,,,1,https://www.valueresearchonline.com/funds/41618/,N/A,8,2,N/A,N/A,10,Moderate Risk
Baroda BNP Paribas Aqua FoF Reg,equity,equity,INF251K01QQ1,150284,Regular,17.76,13.49,9.04,BSE 500 TRI,-1.52,12.67,12.33,,,0.53,16,14.34,,,,,1,https://www.valueresearchonline.com/funds/41452/,N/A,2,3,N/A,N/A,5,High Risk
DSP Global Clean Energy Overseas Equity Omni FoF Reg,equity,equity,INF740K01284,112126,Regular,59.48,17.88,12.3,BSE 500 TRI,-1.52,12.67,12.33,,,0.65,19.6,18.61,,,,,1,https://www.valueresearchonline.com/funds/10559/,N/A,4,2,N/A,N/A,6,Moderately High Risk
DSP Global Innovation Overseas Equity Omni FoF Reg**,equity,equity,INF740KA1QM8,149817,Regular,36.16,26.7,,BSE 500 TRI*,-1.52,12.67,,,,1.11,16.88,24.54,,,,,6,https://www.valueresearchonline.com/funds/42052/,N/A,8,3,N/A,N/A,11,Moderate Risk
