fund_name,plan,vr_id,category,isin,scheme_code,ytm,mac_duration,avg_maturity,avg_credit_rating,ytm_score_10,duration_score_10,maturity_score_10,credit_score_10,total_score_40,risk_category,fund_rating,b1y,b3y,b5y,f1y,f3y,f5y,cr_aaa,cr_cash_eq,cr_sov,cr_unrated,num_securities
PGIM India Liquid Dir,Direct,15605,Debt: Liquid,INF223J01NS5,138299,6.17,0.11,0.11,AAA,3,10,10,9,32,Low Risk,Good,6.14,6.9,6.09,6.26,7,6.17,75.03,2.29,18,0.4,23
Parag Parikh Liquid Dir,Direct,36013,Debt: Liquid,INF879O01068,143269,6.03,0.12,0.13,AAA,4,10,10,9,33,Low Risk,Good,6.14,6.9,6.09,6.15,6.69,5.86,78.19,0.27,21.29,0.26,47
Quant Liquid Dir,Direct,17028,Debt: Liquid,INF966L01820,120837,5.63,0.08,0.08,AAA,4,10,10,9,33,Low Risk,Good,6.14,6.9,6.09,5.98,6.81,6.13,47.13,32.79,19.47,0.6,13
Quantum Liquid Dir,Direct,3389,Debt: Liquid,INF082J01127,103734,5.77,0.12,0.12,AAA,2,10,10,9,31,Low Risk,Good,6.14,6.9,6.09,5.75,6.58,5.83,49.01,9.27,41.38,0.34,18
SBI Liquid Dir,Direct,16302,Debt: Liquid,INF200K01UT4,119800,6.26,0.12,0.12,AAA,4,10,10,9,33,Low Risk,Good,6.14,6.9,6.09,6.19,6.91,6.1,86.87,-5.82,17.53,0.25,146
SBI NIFTY 1D Rate Liquid ETF-Growth,Direct,45433,--,INF200K01UT4,119800,--,--,--,Cash,1,1,1,10,13,High Risk,Poor,--,--,--,51,39,38,--,100,--,--,--
SBI Nifty 1D Rate Liquid ETF-IDCW,Direct,43870,Debt: Liquid,INF200K01UT4,119800,--,--,--,Cash,1,1,1,10,13,High Risk,Poor,5.75,--,--,4.88,--,--,--,100,--,--,--
Shriram Liquid Dir,Direct,44700,Debt: Liquid,INF680P01430,153035,6.13,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,6.14,--,--,6.06,--,--,80.15,4.25,15.28,0.32,9
Shriram Nifty 1D Rate Liquid ETF,Direct,44414,Debt: Liquid,INF680P01430,153035,5.24,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.75,--,--,4.87,--,--,--,100,--,--,--
Sundaram Liquid Dir,Direct,16532,Debt: Liquid,INF173K01GU0,149664,6.19,0.1,0.1,AAA,4,10,10,9,33,Low Risk,Good,6.14,6.9,6.09,6.22,6.98,6.16,81.68,2.95,15.11,0.25,84
TRUSTMF Liquid Dir,Direct,41413,Debt: Liquid,INF0GCD01255,148841,6.2,0.15,0.15,AAA,4,10,10,9,33,Low Risk,Good,6.14,6.9,6.09,6.17,6.9,6.09,78.79,0.59,20.44,0.18,29
Tata Liquid Dir,Direct,16723,Debt: Liquid,INF277K01YE6,119861,6.37,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,6.14,6.9,6.09,6.26,6.98,6.14,90.83,-3.14,12.06,0.25,73
The Wealth Company Liquid Dir,Direct,45509,--,INF2F0001081,153883,6.17,0.12,0.12,AAA,4,10,10,9,33,Low Risk,Good,--,--,--,38,35,35,81.3,2.73,15.53,0.44,24
UTI Liquid Dir,Direct,15758,Debt: Liquid,,,6.26,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,6.14,6.9,6.09,6.27,6.97,6.16,86.84,6.24,6.7,0.22,116
Unifi Liquid Dir,Direct,45229,--,INF1MIY01056,153570,5.45,0.02,0.02,CASH,3,10,10,9,32,Low Risk,Good,--,--,--,38,35,35,10.36,85.72,--,0.48,3
Union Liquid Dir,Direct,16419,Debt: Liquid,INF582M01674,119303,6.15,0.11,0.11,AAA,3,10,10,9,32,Low Risk,Good,6.14,6.9,6.09,6.25,6.99,6.17,79.56,2.67,17.58,0.19,100
WhiteOak Capital Liquid Dir,Direct,38646,Debt: Liquid,INF03VN01043,145971,6.1,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,6.14,6.9,6.09,6.12,6.85,5.94,81.92,2.93,14.88,0.27,21
Zerodha Nifty 1D Rate Liquid ETF,Direct,44050,Debt: Liquid,INF0R8F01034,152327,6.31,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,6.14,--,--,5.06,--,--,--,98.94,1.06,--,2
ABSL Long Duration Dir,Direct,42338,Debt: Long Duration,INF209KB17J2,150484,7.73,8.98,21.96,AAA,7,2,1,9,19,Moderately High Risk,Average,-1.9,5.44,--,-1.24,6.04,--,18.5,4.14,76.97,0.39,28
Axis Long Duration Dir,Direct,42912,Debt: Long Duration,INF846K014L3,151179,7.72,11.92,--,AAA,7,1,1,9,18,Moderately High Risk,Average,-1.9,5.44,--,-2.63,5.15,--,--,2.57,96.75,0.69,6
Bandhan Long Duration Dir,Direct,44184,Debt: Long Duration,INF194KB1HY2,152520,7.47,10.5,24.48,AAA,5,2,2,10,19,Moderately High Risk,Average,-1.9,--,--,-1.48,--,--,--,7.94,91.34,0.72,4
Franklin India Long Duration Fund Dir,Direct,44764,Debt: Long Duration,INF090I01XY7,153102,7.54,7.74,16.13,GOI/Cash,7,2,1,9,19,Moderately High Risk,Average,-1.9,--,--,0.26,--,--,--,11.26,88.19,0.55,4
HDFC Long Duration Debt Dir,Direct,43050,Debt: Long Duration,INF179KC1ET7,151313,7.71,11.81,29.14,AAA,7,1,1,9,18,Moderately High Risk,Average,-1.9,5.44,--,-2.6,5.12,--,--,2.05,97.47,0.48,11
ICICI Pru Long Term Bond Dir,Direct,15957,Debt: Long Duration,INF109K017L8,120743,7.87,11.45,29.14,AAA,8,1,1,9,19,Moderately High Risk,Average,-1.9,5.44,5.35,-0.82,6.02,5.24,0.08,1.49,98.03,0.39,19
Kotak Long Duration Dir,Direct,44192,Debt: Long Duration,INF174KA1RF5,152491,7.19,10.56,12.83,GOI/Cash,7,1,1,9,18,Moderately High Risk,Average,-1.9,--,--,-2.92,--,--,--,21.92,77.54,0.54,16
Mirae Asset Long Duration Dir,Direct,44752,Debt: Long Duration,INF769K01NC9,153105,7.61,11.8,28.34,AAA,7,1,1,10,19,Moderately High Risk,Average,-1.9,--,--,-2.53,--,--,--,6.04,93.35,0.61,4
Nippon India Nivesh Lakshya Long Duration Dir,Direct,36522,Debt: Long Duration,INF204KB1YQ1,143704,7.67,10.73,22.02,AAA,7,1,1,9,18,Moderately High Risk,Average,-1.9,5.44,5.35,-2.39,5.28,5.46,--,2.86,96.75,0.39,15
SBI Long Duration Dir,Direct,42950,Debt: Long Duration,INF200KA16T4,151214,7.72,11.44,--,AAA,4,2,1,10,17,Moderately High Risk,Average,-1.9,5.44,--,-1.87,5.42,--,--,2.2,97.29,0.51,5
UTI Long Duration Dir,Direct,43279,Debt: Long Duration,INF789F1AYB5,151523,7.25,8.16,19.57,GOI/Cash,6,1,1,10,18,Moderately High Risk,Average,-1.9,5.44,--,-2.69,5.04,--,--,18.76,80.64,0.6,7
ABSL CRISIL-IBX Fin Srvices 9-12 Months Debt Index Dir,Direct,45079,Debt: Low Duration,INF209KC1498,153443,7.28,0.83,0.84,AAA,5,10,10,9,34,Low Risk,Good,5.78,--,--,5.71,--,--,98.57,1.43,--,--,28
ABSL Low Duration Dir,Direct,15725,Debt: Low Duration,INF209K01XU7,119523,7.21,0.95,1.03,AAA,6,9,8,9,32,Low Risk,Good,5.78,7.25,6.5,5.74,7.29,6.57,70.32,4.38,10.72,0.3,99
Axis Treasury Advantage Dir,Direct,15760,Debt: Low Duration,INF846K01EN1,120513,7.2,0.94,1.04,AAA,6,9,8,9,32,Low Risk,Good,5.78,7.25,6.5,5.88,7.31,6.45,68.94,1.89,14.58,0.29,111
Bajaj Finserv Low Duration Dir,Direct,45824,--,INF0QA701CF6,154204,7.13,0.87,0.89,AAA,1,1,1,9,12,High Risk,Poor,--,--,--,23,20,20,72.92,13.23,4.35,--,19
Bandhan Low Duration Dir,Direct,16735,Debt: Low Duration,INF194K01J77,118371,7.04,0.97,1,AAA,6,9,9,9,33,Low Risk,Good,5.78,7.25,6.5,5.53,6.99,6.12,80.2,5.25,10.87,0.33,73
Baroda BNP Paribas Low Duration Dir,Direct,16234,Debt: Low Duration,INF251K01GJ7,150169,7.24,0.88,0.94,AAA,7,9,8,9,33,Low Risk,Good,5.78,7.25,6.5,5.9,7.27,6.37,73.22,7.88,4.52,0.3,30
Baroda BNP Paribas Medium Duration-Seg Port 1 Dir,Direct,40947,--,,,--,--,--,--,1,1,1,1,4,High Risk,Poor,--,--,--,--,--,--,--,--,--,--,--
Canara Robeco Savings Dir,Direct,16604,Debt: Low Duration,INF760K01ET1,118291,7.03,0.93,1.24,AAA,6,9,8,9,32,Low Risk,Good,5.78,7.25,6.5,5.72,7.1,6.16,85.74,4.57,9.35,0.34,31
DSP Low Duration Dir,Direct,29616,Debt: Low Duration,INF740K013Q1,133925,7.12,0.98,1.15,AAA,6,9,8,9,32,Low Risk,Good,5.78,7.25,6.5,5.46,7.02,6.19,85.46,0.17,14.02,0.35,112
Edelweiss Low Duration Dir,Direct,45057,Debt: Low Duration,INF754K01UP8,153416,7.08,0.88,0.9,AAA,6,9,9,9,33,Low Risk,Good,5.78,--,--,5.79,--,--,77.35,10.96,5.17,0.28,20
Franklin Ind Low Duration Seg Port 2 Dir,Direct,40611,--,,,--,--,--,--,1,10,10,1,22,Moderate Risk,Average,--,--,--,--,--,--,--,--,--,--,--
Franklin India Low Duration Dir,Direct,45010,Debt: Low Duration,INF090I01YE7,153368,7.45,0.98,1.46,AAA,7,9,8,9,33,Low Risk,Good,5.78,--,--,6.35,--,--,75.54,2.23,7.6,0.24,25
HDFC CRISIL-IBX Financial Services 9-12 Months Debt Index Dir,Direct,45934,--,INF179KC1KI7,154308,7.38,0.88,0.9,AAA,7,9,9,9,34,Low Risk,Good,--,--,--,23,20,20,98.11,1.89,--,--,21
HDFC Low Duration Dir,Direct,16011,Debt: Low Duration,INF179K01VF7,118942,7.41,0.96,1.95,AAA,7,9,8,9,33,Low Risk,Good,5.78,7.25,6.5,5.83,7.41,6.58,72.43,-0.14,13.13,0.32,177
HSBC Low Duration Dir,Direct,16296,Debt: Low Duration,INF917K01GM7,151117,7.35,0.88,1.14,AAA,7,9,9,9,34,Low Risk,Good,5.78,7.25,6.5,5.84,7.81,6.7,75.05,0.45,12.1,0.25,50
ICICI Pru Savings Dir,Direct,15565,Debt: Low Duration,INF109K01O82,120398,7.46,1,1.31,AAA,7,9,8,9,33,Low Risk,Good,5.78,7.25,6.5,5.89,7.44,6.54,73.14,3.46,9.8,0.31,173
Invesco India Low Duration Dir,Direct,16853,Debt: Low Duration,INF205K01NY8,120570,7.16,0.89,0.92,AAA,5,9,9,9,32,Low Risk,Good,5.78,7.25,6.5,5.64,7.07,6.17,68.3,6.62,11.28,0.29,54
JM Low Duration Dir,Direct,16564,Debt: Low Duration,INF192K01DW3,143612,7.2,0.86,0.89,AAA,6,9,9,9,33,Low Risk,Good,5.78,7.25,6.5,5.75,7.14,6.22,67.05,2.48,8.79,0.32,36
JioBlackRock Low Duration Dir,Direct,45727,--,INF22M001150,154081,7.33,1,1.1,AAA,4,9,9,9,31,Low Risk,Good,--,--,--,23,20,20,92.33,-1.7,9.37,--,20
Kotak CRISIL-IBX Fin Srvices 9 To 12 Months Debt Index Dir,Direct,45503,--,INF174KA1XM9,153875,7.27,0.81,0.81,AAA,7,9,9,9,34,Low Risk,Good,--,--,--,23,20,20,98.41,1.59,--,--,22
Kotak Low Duration Dir,Direct,16503,Debt: Low Duration,INF178L01AX4,133810,7.6,0.99,1.25,AAA,7,9,8,9,33,Low Risk,Good,5.78,7.25,6.5,5.75,7.38,6.53,71.3,0.95,12.67,0.27,109
LIC MF Low Duration Dir,Direct,16875,Debt: Low Duration,INF767K01FM8,120315,7.06,0.89,0.92,AAA,6,9,9,9,33,Low Risk,Good,5.78,7.25,6.5,5.82,7.19,6.26,82.99,0.02,13.25,0.32,46
Mahindra Manulife Low Duration Dir,Direct,33500,Debt: Low Duration,INF174V01267,140613,7.4,0.97,1.02,AAA,7,9,9,9,34,Low Risk,Good,5.78,7.25,6.5,6,7.39,6.43,51.45,6.02,7.95,0.32,41
Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund Dir,Direct,45253,--,INF769K01OS3,153634,7.09,0.74,0.74,AAA,7,9,9,9,34,Low Risk,Good,--,--,--,23,20,20,92.84,7.16,--,--,14
Mirae Asset Low Duration Dir,Direct,16599,Debt: Low Duration,INF769K01BO9,118840,7.18,1,1.03,AAA,5,9,9,9,32,Low Risk,Good,5.78,7.25,6.5,5.83,7.29,6.35,71.52,4.08,11.79,0.3,81
Nippon India CRISIL-IBX Fin Srvices 9-12 Months Debt Index Dir,Direct,45881,--,INF204KC1GR5,154252,7.31,0.81,0.82,AAA,1,1,1,1,4,High Risk,Poor,--,--,--,23,20,20,98.6,1.4,--,0,23
Nippon India Low Duration Dir,Direct,16863,Debt: Low Duration,INF204K01ZU3,118709,7.42,0.99,0,AAA,7,9,8,9,33,Low Risk,Good,5.78,7.25,6.5,5.92,7.32,6.54,71.65,1.92,12.07,0.33,115
PGIM India Money Market-Seg Port 1 Dir,Direct,43750,--,INF663L01T84,148161,--,--,--,--,1,1,1,1,4,High Risk,Poor,--,--,--,--,--,--,--,--,--,--,--
SBI Low Duration Dir,Direct,16316,Debt: Low Duration,INF200K01VM7,119812,7.16,0.86,1.08,AAA,5,9,9,9,32,Low Risk,Good,5.78,7.25,6.5,5.47,7.12,6.29,71.93,3.32,13.43,0.34,56
Sundaram Low Duration Dir,Direct,16542,Debt: Low Duration,INF173K01FS6,149526,7.31,0.94,0.99,AAA,6,9,9,9,33,Low Risk,Good,5.78,7.25,6.5,5.59,7.19,7.93,73.68,12.24,1.35,0.37,33
Tata Treasury Advantage Dir,Direct,16689,Debt: Low Duration,INF277K01OK4,119863,7.25,0.94,1.14,AAA,5,9,8,9,31,Low Risk,Good,5.78,7.25,6.5,5.73,7.13,6.25,76.7,1.34,13.76,0.36,61
Tata Treasury Advtg Seg Port1 Direct,Direct,40088,--,INF277K01OK4,119863,--,--,--,--,1,1,1,7,10,High Risk,Poor,--,--,--,--,--,--,--,--,--,--,--
UTI Low Duration Dir,Direct,15853,Debt: Low Duration,INF789F01XI3,120735,7.31,0.89,0.98,AAA,6,9,8,9,32,Low Risk,Good,5.78,7.25,6.5,5.72,7.12,7.34,74.9,9.07,6.22,0.31,53
Union Low Duration Dir,Direct,45262,--,INF582M01LQ6,153654,7.12,1.13,1.2,AAA,7,8,8,9,32,Low Risk,Good,--,--,--,23,20,20,67.38,5.18,13.85,0.52,23
ABSL Medium Term Dir,Direct,15910,Debt: Medium Duration,INF209K01XA9,119539,8.41,3,3.81,AA,8,5,6,9,28,Low Risk,Good,4.76,7.51,7.22,7.82,10.13,12.49,20.64,2.43,21.19,0.26,78
ABSL Medium Term Seg Port1 Direct,Direct,40449,--,INF209K01XA9,119539,--,--,--,--,1,1,1,10,13,High Risk,Poor,--,--,--,--,--,--,--,--,--,--,--
Axis Strategic Bond Dir,Direct,17333,Debt: Medium Duration,INF846K01DT0,120475,8.39,3.2,4.53,AA,9,5,6,9,29,Low Risk,Good,4.76,7.51,7.22,5.34,7.95,7.21,9.53,3.61,22.26,0.29,79
Bandhan Medium Duration Dir,Direct,16708,Debt: Medium Duration,INF194K01S50,118401,7.44,3.79,5.35,AAA,5,7,7,9,28,Low Risk,Good,4.76,7.51,7.22,3.65,6.82,5.77,68.86,2.42,28.26,0.46,25
