Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,ISIN,Scheme Code,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Sortino Ratio,Std Dev,Mean Return (%),No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),No. of Securities,Portfolio P/E,Portfolio P/B,Alpha Score (/12),Beta Score (/6),Sharpe Score (/12),Sortino Score (/4),Std Dev Score (/6),VR Stars,Score (/40),Risk Category,Fund Rating,Top Holdings Count,Fund URL
Bank of India Flexi Cap Dir,equity,equity,Direct,15.35,20.4,17.13,BSE 500 TRI*,INF761K01FF5,148404,2.44,11.32,10.45,8.27,1.11,0.85,1.25,18.8,21.66,64,30.66,18.2,51.71,,24.48,3.45,12,2,6,2,2,5,24,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/41018/
Baroda BNP Paribas Children's Dir,equity,equity,Direct,7.92,,,BSE 500 TRI*,INF251K01UE9,153171,2.44,,,,,,,,,57,25.26,13.66,56.88,,29.73,3.99,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44780/
Baroda BNP Paribas Flexi Cap Dir,equity,equity,Direct,6.13,13.09,,BSE 500 TRI*,INF251K01QZ2,150387,2.44,11.32,,2.16,1,0.58,0.69,15.71,14.74,48,30.59,17.11,59.96,,28.87,3.4,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/42312/
Baroda BNP Paribas Focused Dir,equity,equity,Direct,1.91,9.57,9.79,BSE 500 TRI*,INF251K01PN0,150264,2.44,11.32,10.45,-1.12,1.08,0.37,0.47,17.17,12.03,25,49.33,27.45,61.82,,24.89,3.31,4,2,2,0,2,2,10,High Risk,Poor,25,https://www.valueresearchonline.com/funds/34653/
Canara Robeco Flexi Cap Dir,equity,equity,Direct,1.4,12.54,10.07,BSE 500 TRI*,INF760K01EF0,118275,2.44,11.32,10.45,1.63,0.94,0.56,0.69,14.4,13.78,77,38.24,23.86,59.36,,28.98,4.12,8,4,2,0,3,3,17,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16588/
Canara Robeco Focused Dir,equity,equity,Direct,0.37,13.84,12.31,BSE 500 TRI*,INF760K01JQ6,148883,2.44,11.32,10.45,2.88,0.93,0.64,0.8,14.56,14.97,30,49.68,29.75,58.41,,31.77,4.3,8,4,4,0,3,4,19,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/41458/
Capitalmind Flexi Cap Dir,equity,equity,Direct,5.87,,,BSE 500 TRI*,INF226401018,153738,2.44,,,,,,,,,32,37.53,19.78,60.92,,29.11,4.88,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45313/
DSP Flexi Cap Dir,equity,equity,Direct,3.15,11.64,10.05,BSE 500 TRI*,INF740K01PI2,119076,2.44,11.32,10.45,0.85,0.98,0.5,0.65,15.26,13.29,68,43.85,30.54,67.79,,22.86,3.37,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16386/
DSP Focused Dir,equity,equity,Direct,5.03,13.77,10.65,BSE 500 TRI*,INF740K01OB0,119096,2.44,11.32,10.45,2.7,0.96,0.6,0.83,15.4,15,30,48.3,31.5,64.43,,21.86,3.26,8,3,4,0,3,3,18,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16388/
DSP Nifty 500 Index Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF740KA1XY9,154088,,,,,,,,,,500,29.36,20.49,53.63,,22.57,3.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45719/
DSP Nifty500 Flexicap Quality 30 ETF,equity,equity,Direct,,,,BSE 500 TRI*,INF740KA1WR5,153801,,,,,,,,,,30,35.62,18.23,63.64,,31.15,6.14,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45521/
DSP Nifty500 Flexicap Quality 30 Index Dir,equity,equity,Direct,-4.49,,,BSE 500 TRI*,INF740KA1WR5,153801,2.44,,,,,,,,,30,35.58,18.21,63.56,,25.91,7.06,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45446/
Edelweiss Flexi Cap Dir,equity,equity,Direct,5.21,15.57,13.47,BSE 500 TRI*,INF843K01KK1,140353,2.44,11.32,10.45,4.06,0.99,0.71,0.86,15.28,16.56,90,30.69,20.7,58.13,,26.13,3.59,10,3,4,0,3,4,20,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/29263/
Edelweiss Focused Dir,equity,equity,Direct,3.42,13.89,,BSE 500 TRI*,INF754K01OP1,150376,2.44,11.32,,2.83,0.98,0.62,0.72,15.39,15.31,29,49.75,29.5,64.16,,26.89,3.45,8,3,4,0,3,3,18,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/42298/
Franklin India Flexi Cap Dir,equity,equity,Direct,-0.13,12.02,12.62,BSE 500 TRI*,INF090I01FK3,118535,2.44,11.32,10.45,1.21,0.92,0.53,0.68,14.16,13.23,56,41.17,25.97,56.68,,24.21,3.27,6,4,2,0,3,4,15,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/16008/
Franklin India Focused Equity Dir,equity,equity,Direct,-5.77,8.94,10.47,BSE 500 TRI*,INF090I01IW2,118564,2.44,11.32,10.45,-1.2,0.87,0.35,0.41,13.74,10.48,28,58.97,35.92,64.72,,26.71,3.57,4,4,2,0,4,2,14,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/15990/
Groww Nifty 500 Low Volatility 50 ETF,equity,equity,Direct,-0.36,,,BSE 500 TRI*,INF666M01EK5,145589,2.44,,,,,,,,,50,45,24.82,50.73,,23.54,3.69,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45217/
Groww Nifty 500 Momentum 50 ETF,equity,equity,Direct,7.07,,,BSE 500 TRI*,INF666M01JX7,153453,2.44,,,,,,,,,50,46.4,25.45,64.52,,29.12,4.91,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45094/
Groww Nifty 500 Momentum 50 ETF FoF Dir,equity,equity,Direct,7.23,,,BSE 500 TRI*,INF666M01JX7,153453,2.44,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45097/
Groww Nifty Total Market Index Dir,equity,equity,Direct,2.71,,,BSE 500 TRI*,INF666M01HM4,152092,2.44,,,,,,,,,752,28.14,19.64,53.23,,22.82,3.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43806/
HDFC BSE 500 ETF,equity,equity,Direct,2.13,10.94,,BSE 500 TRI*,INF179KA1IZ7,128629,2.44,11.32,,-0.34,1,0.43,0.55,15.2,12.26,501,29.79,20.79,53.38,,22.17,3.17,4,3,2,0,3,,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/43117/
HDFC BSE 500 Index Dir,equity,equity,Direct,2.09,10.72,,BSE 500 TRI*,INF179KC1GG9,151728,2.44,11.32,,-0.53,1,0.42,0.53,15.15,12.04,501,29.73,20.75,53.29,,22.72,3.38,4,3,2,0,3,2,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/43477/
HDFC Diversified Equity All Cap Active FoF Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF179KC1JU4,153860,,,,,,,,,,,,,,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45485/
HDFC Flexi Cap Dir,equity,equity,Direct,4.23,16.38,17.85,BSE 500 TRI*,INF179K01UT0,118955,2.44,11.32,10.45,5.85,0.82,0.89,1.04,12.88,17.18,75,44.61,29.02,61.62,,24.29,3.42,12,5,6,2,4,5,29,Low Risk,Excellent,25,https://www.valueresearchonline.com/funds/16026/
HDFC Focused Dir,equity,equity,Direct,2,16.2,18.7,BSE 500 TRI*,INF179K01VK7,118950,2.44,11.32,10.45,5.74,0.79,0.88,0.97,12.71,16.91,29,54.21,34.08,71.71,,23.74,3.39,12,5,6,0,4,5,27,Low Risk,Excellent,25,https://www.valueresearchonline.com/funds/16021/
HDFC Retirement Savings Equity Dir,equity,equity,Direct,-1.83,9.92,12.85,BSE 500 TRI*,INF179KB1MF0,136094,2.44,11.32,10.45,-0.62,0.86,0.4,0.49,13.23,10.99,69,41.35,27.46,57.33,,21.26,2.96,4,4,2,0,4,4,14,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/31780/
HSBC Flexi Cap Dir,equity,equity,Direct,9.62,16.73,14.52,BSE 500 TRI*,INF336L01DH5,120046,2.44,11.32,10.45,4.77,1.08,0.71,0.91,17.2,17.9,85,23.62,14.46,57.72,,26.52,3.12,10,2,4,0,2,4,18,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/16320/
HSBC Focused Dir,equity,equity,Direct,11.25,15.73,11.88,BSE 500 TRI*,INF336L01PB2,148411,2.44,11.32,10.45,4.16,1.02,0.67,0.79,16.75,16.91,28,48.6,28.26,64.64,,29.65,3.92,10,3,4,0,3,3,20,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/41022/
Helios Flexi Cap Dir,equity,equity,Direct,7.78,,,BSE 500 TRI*,INF0R8701046,152135,2.44,,,,,,,,,71,32.37,18.87,65.34,,32.81,4.47,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43839/
ICICI Pru BSE 500 ETF,equity,equity,Direct,2.11,10.94,10.09,BSE 500 TRI*,INF109KC1V91,149331,2.44,11.32,10.45,-0.34,1,0.43,0.55,15.19,12.26,501,29.76,20.77,53.35,,22.19,3.17,4,3,2,0,3,,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/36037/
ICICI Pru BSE 500 ETF FOF Dir,equity,equity,Direct,1.89,10.74,,BSE 500 TRI*,INF109KC1V91,149331,2.44,11.32,,-0.47,0.99,0.42,0.53,15.1,12.07,,,,,,,,4,3,2,0,3,2,12,High Risk,Poor,1,https://www.valueresearchonline.com/funds/41852/
ICICI Pru Diversified Equity All Cap Active FoF Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF109KC1I49,148035,,,,,,,,,,,,,,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45888/
ICICI Pru Diversified Equity All Cap Omni FoF Dir,equity,equity,Direct,4.06,15.72,15.37,BSE 500 TRI*,INF109KC1I49,148035,2.44,11.32,10.45,4.61,0.91,0.77,1.01,14.11,16.61,,,,,,,,10,4,4,2,3,4,23,Moderate Risk,Good,10,https://www.valueresearchonline.com/funds/40662/
ICICI Pru Flexicap Dir,equity,equity,Direct,8.45,16.95,15.59,BSE 500 TRI*,INF109KC1R14,148990,2.44,11.32,10.45,6.04,0.97,0.82,0.96,15.46,18.41,69,45.96,31.97,73.78,,33.16,4.98,12,3,6,0,3,4,24,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/41525/
ICICI Pru Focused Equity Dir,equity,equity,Direct,3.92,17.59,15.94,BSE 500 TRI*,INF109K018N2,120722,2.44,11.32,10.45,6.05,0.95,0.84,1.07,14.94,18.29,33,49.79,31.08,59.18,,18.79,3.69,12,4,6,2,3,5,27,Low Risk,Excellent,25,https://www.valueresearchonline.com/funds/17412/
ICICI Pru Nifty 500 Index Dir,equity,equity,Direct,2.24,,,BSE 500 TRI*,INF109KC16Y3,153161,2.44,,,,,,,,,500,29.42,20.53,53.74,,22.57,3.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44820/
ICICI Pru Retirement Pure Equity Dir,equity,equity,Direct,11,20.55,19.91,BSE 500 TRI*,INF109KC1TS2,146349,2.44,11.32,10.45,8.01,1.02,0.93,1.34,16.15,20.78,93,30.61,19.03,45.72,,31.06,4.29,12,3,6,2,3,5,26,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/39055/
ITI Flexi Cap Dir,equity,equity,Direct,15.83,18.82,,BSE 500 TRI*,INF00XX01CO7,151379,2.44,11.32,,6.44,1.07,0.8,1.03,17.3,19.52,77,27.84,18.26,52.5,,28.18,4.17,12,2,6,2,2,5,24,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/43120/
ITI Focused Dir,equity,equity,Direct,13.98,19.45,,BSE 500 TRI*,INF00XX01CS8,151777,2.44,11.32,,6.78,1.03,0.85,1.03,16.31,19.56,30,42.1,22.9,54.96,,31.37,4.15,12,3,6,2,3,5,26,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/43534/
Invesco India Flexi Cap Dir,equity,equity,Direct,4.66,18.9,,BSE 500 TRI*,INF205KA1494,149763,2.44,11.32,,6.76,1.06,0.81,0.95,17.34,19.76,69,30.52,18.79,63.03,,40.98,6.25,12,2,6,0,2,4,22,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/42014/
Invesco India Focused Dir,equity,equity,Direct,6.96,22.57,16.04,BSE 500 TRI*,INF205KA1213,148481,2.44,11.32,10.45,9.95,1.03,0.97,1.38,17.65,22.76,24,55.98,33.03,69.51,,36.14,5.34,12,3,6,2,2,4,25,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/41096/
JM Flexicap Dir,equity,equity,Direct,4.27,15.18,15.78,BSE 500 TRI*,INF192K01CC7,120492,2.44,11.32,10.45,3.67,1.04,0.64,0.82,17.09,16.57,88,27.37,16.18,61.13,,24.66,3.53,10,3,4,0,2,4,19,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/16547/
JM Focused Dir,equity,equity,Direct,5.27,13.09,13.38,BSE 500 TRI*,INF192K01BW7,120488,2.44,11.32,10.45,1.87,1.05,0.54,0.71,16.93,14.78,28,44.5,25,73.1,,22.4,3.95,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16539/
JioBlackRock Flexi Cap Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF22M001093,153859,,,,,,,,,,133,34.05,23.51,54.93,,20.37,2.8,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45482/
Kotak Flexicap Dir,equity,equity,Direct,2.46,12.3,10.89,BSE 500 TRI*,INF174K01LS2,120166,2.44,11.32,10.45,1.47,0.95,0.54,0.67,14.84,13.71,59,41.41,24.11,61.72,,25,3.3,6,4,2,0,3,3,15,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/17140/
Kotak Focused Dir,equity,equity,Direct,8.98,15.33,12.66,BSE 500 TRI*,INF174KA1EN7,147473,2.44,11.32,10.45,4.43,0.94,0.75,0.88,14.49,16.58,30,46.29,27.25,61.51,,30.23,4.15,10,4,4,0,3,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/40098/
Kotak Nifty Alpha 50 ETF,equity,equity,Direct,11.73,16.32,,BSE 500 TRI*,INF174K01KH7,123693,2.44,11.32,,4.39,1.32,0.59,0.78,22.83,19.21,50,34.72,19.99,64.89,,21.2,3.99,10,0,2,0,0,,12,High Risk,Poor,25,https://www.valueresearchonline.com/funds/41896/
Kotak Nifty Alpha 50 Index Dir,equity,equity,Direct,11.28,,,BSE 500 TRI*,INF174KA1XG1,153781,2.44,,,,,,,,,50,34.72,19.99,64.9,,18.19,3.19,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45402/
Kotak Nifty500 Momentum 50 Index Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF174KA1YC8,154032,,,,,,,,,,50,46.4,25.45,64.52,,26.66,5.57,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45646/
LIC MF Children's Dir,equity,equity,Direct,8.82,9.7,8.42,BSE 500 TRI*,INF767K01FB1,120285,2.44,11.32,10.45,-0.64,0.9,0.37,0.43,14.98,11.28,37,33.4,18.88,49.7,,37.68,5.66,4,4,2,0,3,2,13,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/17648/
LIC MF Flexi Cap Dir,equity,equity,Direct,9.26,12.42,10.99,BSE 500 TRI*,INF767K01EG3,120264,2.44,11.32,10.45,1.8,0.98,0.53,0.63,16.22,14.25,42,34.24,18.73,51.81,,38.77,4.81,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16756/
LIC MF Focused Dir,equity,equity,Direct,3.96,10.13,9.35,BSE 500 TRI*,INF397L01KA7,152010,2.44,11.32,10.45,-0.96,0.95,0.36,0.45,15.57,11.27,28,43.76,24.5,60,,11.98,3.52,4,4,2,0,3,,13,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/34738/
Mahindra Manulife Flexi Cap Dir,equity,equity,Direct,0.92,11.07,11.67,BSE 500 TRI*,INF955L01JF3,154679,2.44,11.32,10.45,0.01,0.93,0.45,0.58,14.38,12.16,71,32.03,21.96,57.1,,27.88,3.51,6,4,2,0,3,3,15,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41633/
Mahindra Manulife Focused Dir,equity,equity,Direct,3.83,14.74,14.32,BSE 500 TRI*,INF0QA701607,152162,2.44,11.32,10.45,3.83,0.9,0.7,0.93,14.3,15.74,30,51.96,32.14,57.2,,18.69,2.67,10,4,4,0,3,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/41169/
Mirae Asset Flexi Cap Dir,equity,equity,Direct,5.72,13.04,,BSE 500 TRI*,INF769K01JJ2,151412,2.44,11.32,,1.91,0.93,0.58,0.71,14.27,13.99,84,30.44,20.54,57.64,,22.99,3.63,8,4,2,0,3,3,17,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/43134/
Mirae Asset Focused Dir,equity,equity,Direct,-0.61,8.3,6.92,BSE 500 TRI*,INF769K01EU0,147206,2.44,11.32,10.45,-2.46,0.95,0.26,0.34,15.59,9.78,30,51.55,32.95,58.96,,28.57,3.65,2,4,2,0,3,1,11,High Risk,Poor,25,https://www.valueresearchonline.com/funds/39823/
Mirae Asset Nifty Total Market Index Dir,equity,equity,Direct,2.93,,,BSE 500 TRI*,INF769K01MD9,152968,2.44,,,,,,,,,752,28.13,19.63,53.18,,22.82,3.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44601/
Motilal Oswal BSE 1000 Index Dir,equity,equity,Direct,2.79,,,BSE 500 TRI*,INF247L01FM9,153596,2.44,,,,,,,,,1003,27.89,19.46,53.07,,23.06,3.37,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45219/
Motilal Oswal Diversified Equity Flexicap Passive FoF Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF247L01GL9,154112,,,,,,,,,,,,,,,,,,,,,,,,,,3,https://www.valueresearchonline.com/funds/45729/
Motilal Oswal Flexi Cap Dir,equity,equity,Direct,2.68,18.44,12.89,BSE 500 TRI*,INF247L01CL8,129046,2.44,11.32,10.45,7.62,0.97,0.82,1.11,17.51,20.02,32,46.59,28.82,65.19,,44.57,5.3,12,3,6,2,2,3,25,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/26125/
Motilal Oswal Focused Dir,equity,equity,Direct,28.09,14.59,10.58,BSE 500 TRI*,INF247L01189,122389,2.44,11.32,10.45,3.19,1.07,0.54,0.75,19.62,16.26,29,39.03,20.67,61.39,,49.91,5.24,10,2,2,0,2,2,16,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/19514/
Motilal Oswal Nifty 500 ETF,equity,equity,Direct,2.66,,,BSE 500 TRI*,INF247L01247,124234,2.44,,,,,,,,,500,29.4,20.52,53.62,,22.01,3.18,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43812/
Motilal Oswal Nifty 500 Index Dir,equity,equity,Direct,2.72,11.38,10.28,BSE 500 TRI*,INF247L01AE7,147794,2.44,11.32,10.45,0.15,1,0.46,0.59,15.23,12.76,500,29.44,20.54,53.71,,22.57,3.4,6,3,2,0,3,2,14,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/40240/
Motilal Oswal Nifty 500 Momentum 50 ETF,equity,equity,Direct,6.93,,,BSE 500 TRI*,INF247L01DL6,152875,2.44,,,,,,,,,50,46.41,25.45,64.55,,29.12,4.91,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44555/
Motilal Oswal Nifty 500 Momentum 50 Index Dir,equity,equity,Direct,6.85,,,BSE 500 TRI*,INF247L01DL6,152875,2.44,,,,,,,,,50,46.39,25.44,64.51,,26.66,5.57,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44554/
Motilal Oswal Nifty Alpha 50 ETF,equity,equity,Direct,11.2,,,BSE 500 TRI*,INF247L01EJ8,153258,2.44,,,,,,,,,50,34.72,19.99,64.9,,21.2,3.99,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45363/
NJ Flexi Cap Dir,equity,equity,Direct,-4.45,,,BSE 500 TRI*,INF0J8L01156,151917,2.44,,,,,,,,,51,42.44,23.24,62.87,,27.61,4.74,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43714/
Navi Flexi Cap Dir,equity,equity,Direct,14.01,12.12,11.99,BSE 500 TRI*,INF959L01DT9,143793,2.44,11.32,10.45,0.97,0.98,0.5,0.65,15.53,13.4,71,28.38,16.61,61.33,,22.54,3.49,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/36686/
Nippon India Diversified Equity Flexicap Passive FoF Dir,equity,equity,Direct,1.89,10.85,9.99,BSE 500 TRI*,INF204KB16X6,148642,2.44,11.32,10.45,-0.45,0.99,0.42,0.56,15.08,12.07,,,,,,,,4,3,2,0,3,2,12,High Risk,Poor,3,https://www.valueresearchonline.com/funds/41241/
Nippon India Flexi Cap Dir,equity,equity,Direct,2.85,11.17,11.47,BSE 500 TRI*,INF204KC1121,149094,2.44,11.32,10.45,0.16,1,0.46,0.58,15.48,12.75,89,33.84,23.02,58.03,,27.09,3.62,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41616/
Nippon India Focused Dir,equity,equity,Direct,3.74,10.41,11.19,BSE 500 TRI*,INF204K01F95,118692,2.44,11.32,10.45,-0.31,0.94,0.42,0.6,14.8,11.85,29,53.67,33.95,64.92,,23.75,3.12,4,4,2,0,3,3,13,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/16129/
Nippon India Nifty 500 Low Volatility 50 Index Dir,equity,equity,Direct,-0.59,,,BSE 500 TRI*,INF204KC1EQ2,153474,2.44,,,,,,,,,50,42.72,23.52,48.53,,19.91,3.42,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45109/
Nippon India Nifty 500 Momentum 50 Index Dir,equity,equity,Direct,7.84,,,BSE 500 TRI*,INF204KC1DG5,152881,2.44,,,,,,,,,50,46.39,25.44,64.51,,26.66,5.57,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44558/
Nippon India Nifty 500 Quality 50 Index Dir,equity,equity,Direct,3.19,,,BSE 500 TRI*,INF204KC1EW0,153470,2.44,,,,,,,,,49,40.56,23.27,63.52,,22.42,7.08,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45105/
Nippon India Retirement Wealth Creation Dir,equity,equity,Direct,1.33,11.61,11.41,BSE 500 TRI*,INF204KA1B72,133568,2.44,11.32,10.45,0.65,0.96,0.49,0.61,14.91,13,69,42.09,27.22,60.57,,23.86,3.35,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/29291/
Old Bridge Flexi Cap Dir,equity,equity,Direct,,,,BSE 500 TRI*,INF0S5R01133,154225,,,,,,,,,,35,33.61,18.17,52.79,,16.98,2.79,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45846/
Old Bridge Focused Dir,equity,equity,Direct,19.4,,,BSE 500 TRI*,INF0S5R01042,152358,2.44,,,,,,,,,24,54.12,31.5,44.87,,13,3.02,,,,,,,,,,24,https://www.valueresearchonline.com/funds/44038/
PGIM India Flexi Cap Dir,equity,equity,Direct,3.02,11.15,8.66,BSE 500 TRI*,INF663L01FF1,133839,2.44,11.32,10.45,0.45,0.92,0.47,0.64,14.45,12.47,83,32.47,21.74,55.8,,28.52,4.33,6,4,2,0,3,2,15,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/29473/
Parag Parikh Flexi Cap Dir,equity,equity,Direct,-2.11,13.33,12.2,BSE 500 TRI*,INF879O01027,122639,2.44,11.32,10.45,3.77,0.6,0.8,1.12,9.94,13.63,65,49.95,29.73,56.9,,16.47,2.87,10,6,6,2,6,4,30,Low Risk,Good,25,https://www.valueresearchonline.com/funds/19701/
Quant Flexi Cap Dir,equity,equity,Direct,16.32,15.9,14.96,BSE 500 TRI*,INF966L01911,120843,2.44,11.32,10.45,3.94,1.15,0.62,1.05,19.29,17.58,34,60.25,38.19,57.1,,34.21,3.74,10,2,4,2,2,3,20,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/17377/
Quantum Diversified Equity All Cap Active FoF Dir,equity,equity,Direct,2.97,11.93,9.99,BSE 500 TRI*,INF082J01093,112039,2.44,11.32,10.45,1.06,0.92,0.52,0.63,14.21,13.14,,,,,,,,6,4,2,0,3,3,15,Moderately High Risk,Average,9,https://www.valueresearchonline.com/funds/10550/
SBI Flexicap Dir,equity,equity,Direct,1.55,9.15,8.68,BSE 500 TRI*,INF200K01UG1,119718,2.44,11.32,10.45,-1.15,0.87,0.36,0.41,13.46,10.52,65,36.23,23.22,59.61,,23.51,3.24,4,4,2,0,4,2,14,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/17514/
SBI Focused Dir,equity,equity,Direct,14.55,16.51,12.64,BSE 500 TRI*,INF200K01RJ1,119727,2.44,11.32,10.45,5.4,0.82,0.8,1.18,13.88,16.76,25,55.01,34.08,63.02,,22.79,3.96,12,5,6,2,4,4,29,Low Risk,Good,25,https://www.valueresearchonline.com/funds/16324/
SBI Nifty 500 Index Dir,equity,equity,Direct,2.46,,,BSE 500 TRI*,INF200KB1381,152908,2.44,,,,,,,,,500,29.45,20.55,53.73,,22.57,3.4,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44567/
SBI Retirement Benefit Aggressive Dir,equity,equity,Direct,4.84,9.72,12.15,BSE 500 TRI*,INF200KA1S55,148683,2.44,11.32,10.45,-1.15,0.94,0.36,0.46,14.73,11.04,53,36.17,23.31,62.04,,29.68,4.09,4,4,2,0,3,3,13,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41271/
Samco Flexi Cap Dir,equity,equity,Direct,-2.72,-1.94,,BSE 500 TRI*,INF0K1H01024,149450,2.44,11.32,,-12.17,1.07,-0.25,-0.28,19.25,0.91,25,51.99,30.78,74.28,,19.98,4.35,0,2,0,0,2,1,4,High Risk,Poor,25,https://www.valueresearchonline.com/funds/41935/
Shriram Flexi Cap Dir,equity,equity,Direct,1.05,8.3,8.09,BSE 500 TRI*,INF680P01109,144905,2.44,11.32,10.45,-2.35,1,0.27,0.32,16.82,10.27,70,38.62,25.28,57.39,,20.68,3.22,2,3,2,0,3,1,10,High Risk,Poor,25,https://www.valueresearchonline.com/funds/37581/
Sundaram Flexi Cap Dir,equity,equity,Direct,-1.45,9.93,,BSE 500 TRI*,INF903JA1LE2,150571,2.44,11.32,,-0.85,0.91,0.38,0.49,14.29,11.15,54,41.59,25.19,64.98,,22.75,3.1,4,4,2,0,3,2,13,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/42504/
Sundaram Focused Dir,equity,equity,Direct,6.16,11.5,10.11,BSE 500 TRI*,INF0QA701607,152162,2.44,11.32,10.45,1.34,0.8,0.53,0.64,12.93,12.58,29,54.4,33.38,66.64,,29.12,4.01,6,5,2,0,4,2,17,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/16614/
TRUST MF Flexi Cap Dir,equity,equity,Direct,11.39,,,BSE 500 TRI*,INF0GCD01743,152584,2.44,,,,,,,,,65,31.41,19.58,64.96,,35.49,4.97,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44271/
