Fund Name,Plan,Category,VR ID,Scheme Code,ISIN,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score (/12),Sharpee Score(/12),Std Dev Score(/6),Beta Score(/6),Sortino Score(/4),Total Score(/40),Risk Category,Yield to Maturity (%),Macaulay Duration (yrs),Average Maturity (yrs),Avg Credit Rating,Fund 1Y,Fund 3Y,Fund 5Y,Bench 1Y,Bench 3Y,Bench 5Y
ABSL Business Cycle Dir,Direct,Solution: Retirement - Equity,41814,149295,INF209KB14D2,-0.26,0.95,0.47,14.15,12.64,0.6,68,33.12%,20.42%,58.72%,3.47,25.59,4,4,3,4,1,16,Moderately High Risk,N/A,N/A,N/A,N/A,2.28,N/A,N/A,2.49,N/A,N/A
Axis Business Cycles Dir,Direct,Solution: Retirement - Equity,43124,151368,INF846K016N4,1.64,1,0.59,14.95,14.86,0.66,76,29.16%,16.83%,56.61%,3.37,28.56,8,6,3,3,1,21,Moderate Risk,N/A,N/A,N/A,N/A,3.83,7.68,5.85,3.04,7.23,5.6
Bandhan Business Cycle Dir,Direct,Solution: Retirement - Equity,44520,152878,INF194KB1IQ6,--,--,--,--,--,--,89,34.34%,20.37%,61.14%,2.6,20.57,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,2.03,6.74,4.7,3.04,7.23,5.6
Bank of India Business Cycle Dir,Direct,Solution: Retirement - Equity,44474,152789,INF761K01GF3,--,--,--,--,--,--,54,38.45%,22.62%,54.78%,3.64,24.47,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,3.52,7.41,5.96,3.04,7.23,5.6
Baroda BNP Paribas Business Cycle Dir,Direct,Solution: Retirement - Equity,41671,149141,INF955L01KK1,1.29,1.01,0.57,15.17,14.61,0.69,58,37.47%,25.06%,54.13%,3.81,27.01,6,6,3,3,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,2.15,6.9,N/A,2.49,6.93,N/A
DSP Business Cycle Fund Dir,Direct,Solution: Retirement - Equity,44760,153121,INF740KA1UX7,--,--,--,--,--,--,50,41.43%,24.90%,55.69%,3.6,26.12,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,2.89,7.16,5.88,3.04,7.23,5.6
Edelweiss Business Cycle Dir,Direct,Solution: Retirement - Equity,44394,152710,INF754K01TA2,--,--,--,--,--,--,71,28.98%,16.18%,66.31%,2.84,18.57,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,2.24,6.92,4.85,2.49,6.93,5.27
HDFC Business Cycle Dir,Direct,Solution: Retirement - Equity,42727,150805,INF179KC1DY9,-1.42,0.92,0.38,13.82,11.22,0.45,59,45.10%,28.22%,54.90%,3.41,28.75,4,4,4,4,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,2.92,7.17,N/A,3.04,7.23,N/A
HSBC Business Cycles Dir,Direct,Solution: Retirement - Equity,27583,151142,INF917K01RI2,2.02,1.15,0.56,18.48,16.33,0.73,70,32.07%,20.33%,73.34%,2.8,21.55,8,6,2,2,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,1.98,N/A,N/A,2.49,N/A,N/A
ICICI Pru Business Cycle Dir,Direct,Solution: Retirement - Equity,41245,148651,INF109KC1P24,6.24,0.91,0.92,13.89,18.83,1.11,77,49.99%,33.89%,63.82%,2.94,22.43,12,10,4,4,2,32,Low Risk,N/A,N/A,N/A,N/A,26.02,16.67,9.49,10.42,15.47,13.24
Invesco India Business Cycle Dir,Direct,Solution: Retirement - Equity,44930,153291,INF205KA1AI8,--,--,--,--,--,--,35,48.16%,27.42%,64.96%,3.91,40.81,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,31.14,21.55,13.65,10.42,15.47,13.24
ITI Business Cycle Dir,Direct,Solution: Retirement - Equity,45807,154157,INF00XX01DM9,--,--,--,--,--,--,47,28.19%,18.70%,42.85%,2.76,19.73,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,39.1,17.31,10.86,10.42,15.47,13.24
Kotak Business Cycle Dir,Direct,Solution: Retirement - Equity,42533,150624,INF174KA1JN6,2.91,0.95,0.66,14.66,15.76,0.75,54,36.13%,22.65%,55.99%,3.82,27.03,8,8,3,4,1,24,Moderate Risk,N/A,N/A,N/A,N/A,56.15,29.85,N/A,10.42,15.47,N/A
Mahindra Manulife Business Cycle Dir,Direct,Solution: Retirement - Equity,43736,152045,INF174V01BQ4,--,--,--,--,--,--,64,30.28%,18.52%,51.80%,2.36,20.82,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,46.04,22.47,14.37,10.42,15.47,13.24
Motilal Oswal Business Cycle Dir,Direct,Solution: Retirement - Equity,44480,152796,INF247L01DG6,--,--,--,--,--,--,22,63.21%,40.59%,67.07%,4.21,36.04,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,46.19,21.25,N/A,10.42,15.47,N/A
Quant Business Cycle Dir,Direct,Solution: Retirement - Equity,43518,151757,INF966L01BR2,--,--,--,--,--,--,21,74.80%,47.23%,70.10%,2.87,28.88,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,67.79,14.06,4.08,10.42,15.47,13.24
Sundaram Business Cycle Dir,Direct,Solution: Retirement - Equity,44362,152677,INF903JA1LQ6,--,--,--,--,--,--,43,38.13%,21.62%,68.06%,3.93,31.39,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,54.95,29.22,N/A,10.42,15.47,N/A
Tata Business Cycle Dir,Direct,Solution: Retirement - Equity,41581,149071,INF277KA1166,2.27,0.98,0.63,14.69,15.35,0.8,51,38.34%,23.89%,62.82%,2.98,26.17,8,6,3,3,2,22,Moderate Risk,N/A,N/A,N/A,N/A,39.35,26.88,N/A,10.42,15.47,N/A
Union Business Cycle Dir,Direct,Solution: Retirement - Equity,44138,152409,INF582M01JQ0,--,--,--,--,--,--,55,33.10%,18.49%,62.32%,3.5,25.26,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,33.44,15.56,N/A,10.42,15.47,N/A
Axis Innovation Dir,Direct,Solution: Retirement - Hybrid,41225,148634,INF846K01X71,3.13,0.77,0.69,12.52,14.7,0.92,71,31.18%,18.67%,64.27%,6.11,52.37,10,8,4,5,2,29,Low Risk,N/A,N/A,N/A,N/A,97.03,17.84,12.93,10.42,15.47,13.24
Bandhan Innovation Dir,Direct,Solution: Retirement - Hybrid,44247,152607,INF194KB1IE2,--,--,--,--,--,--,73,32.42%,21.24%,49.01%,4.53,38.62,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,42.59,26.13,N/A,10.42,15.47,N/A
Baroda BNP Paribas Innovation Dir,Direct,Solution: Retirement - Hybrid,44102,152470,INF251K01TE1,--,--,--,--,--,--,44,35.90%,20.00%,56.91%,5.9,47.49,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,69.1,25.66,16.67,10.42,15.47,13.24
HDFC Innovation Dir,Direct,Solution: Retirement - Hybrid,45275,153620,INF179KC1JO7,--,--,--,--,--,--,59,42.37%,26.72%,55.11%,5.5,46.55,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,146.89,51.02,28.38,10.42,15.47,13.24
ICICI Pru Innovation Dir,Direct,Solution: Retirement - Hybrid,43444,151580,INF109KC12T2,--,--,--,--,--,--,60,32.59%,18.96%,53.02%,3.73,19.3,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,131.86,27.24,19.19,10.42,15.47,13.24
Kotak Pioneer Dir*,Direct,Solution: Retirement - Hybrid,40376,147727,INF174KA1EZ1,6.46,0.89,0.89,14.51,18.92,1.05,49,30.33%,17.83%,41.78%,5.12,40.52,12,10,3,4,2,31,Low Risk,N/A,N/A,N/A,N/A,42.45,11.99,9.16,10.42,15.47,13.24
Mahindra Manulife Innovation Opportunities Dir,Direct,Solution: Retirement - Hybrid,45737,154121,INF174V01DA4,--,--,--,--,--,--,40,33.22%,19.15%,56.34%,4.55,38.21,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,80.92,23.33,7.57,10.42,15.47,13.24
Motilal Oswal Innovation Opportunities Dir,Direct,Solution: Retirement - Hybrid,44902,153258,INF247L01EJ8,--,--,--,--,--,--,28,41.74%,22.55%,63.06%,4.68,36.96,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,53.66,23.28,15.52,10.42,15.47,13.24
Nippon India Innovation Dir,Direct,Solution: Retirement - Hybrid,43721,152033,INF204KC1BO3,--,--,--,--,--,--,49,37.36%,20.03%,59.78%,4.5,28.77,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,75.55,16.12,2.68,10.42,15.47,13.24
SBI Innovative Opportunities Dir,Direct,Solution: Retirement - Hybrid,44459,152776,INF200KB1324,--,--,--,--,--,--,37,46.31%,28.68%,65.77%,5.02,39.92,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,49.67,29.99,11.56,10.42,15.47,13.24
Tata India Innovation Dir,Direct,Solution: Retirement - Hybrid,44716,153055,INF277KA1CU2,--,--,--,--,--,--,61,35.22%,20.60%,57.32%,3.55,26.05,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,38.36,17.49,13.03,10.42,15.47,13.24
Union Innovation & Opportunities Dir,Direct,Solution: Retirement - Hybrid,43670,151905,INF582M01JE6,--,--,--,--,--,--,50,35.33%,20.43%,61.71%,4.8,49.09,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,48.99,15.26,4.24,10.42,15.47,13.24
UTI Innovation Dir,Direct,Solution: Retirement - Hybrid,43799,152087,INF789F1AZA4,--,--,--,--,--,--,28,58.70%,36.73%,84.32%,4.01,48.54,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,23.83,22.51,9.96,10.42,15.47,13.24
360 ONE Quant Dir,Direct,Solution: Children - Equity,41830,149318,INF579M01AI2,6.46,1.19,0.83,18,21.05,0.95,37,34.40%,18.15%,61.50%,5.11,25.47,12,10,2,1,2,27,Low Risk,N/A,N/A,N/A,N/A,47.97,22.92,N/A,10.42,15.47,N/A
ABSL Quant Dir,Direct,Solution: Children - Equity,44378,152684,INF209KC1118,--,--,--,--,--,--,42,40.73%,21.84%,63.02%,3.08,20.4,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,70.98,22.5,11.16,10.42,15.47,13.24
Axis Quant Dir,Direct,Solution: Children - Equity,41529,148993,INF846K01Z87,-1.75,1.05,0.37,16,11.88,0.43,54,30.36%,17.91%,51.47%,2.46,13.96,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,90.77,24.9,11.37,10.42,15.47,13.24
DSP Quant Dir,Direct,Solution: Children - Equity,39945,147306,INF740KA1NQ6,-2.86,0.9,0.26,13.86,9.64,0.33,41,35.24%,20.98%,58.94%,4.26,23.41,2,2,4,4,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,74.13,23.67,8.66,10.42,15.47,13.24
ICICI Pru Quant Dir,Direct,Solution: Children - Equity,41206,148600,INF109KC1O66,1.7,0.84,0.61,12.71,13.82,0.74,53,40.08%,22.95%,65.78%,4.11,20.64,8,6,4,5,1,24,Moderate Risk,N/A,N/A,N/A,N/A,36.22,17.71,8.14,10.42,15.47,13.24
Kotak Quant Dir,Direct,Solution: Children - Equity,43641,151881,INF174KA1OL0,--,--,--,--,--,--,59,31.09%,17.51%,54.17%,3.47,21.84,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,26,12.06,10.01,10.42,15.47,13.24
Motilal Oswal Quant Dir,Direct,Solution: Children - Equity,44386,152694,INF247L01CS3,--,--,--,--,--,--,30,47.65%,25.58%,62.47%,3.21,14.88,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,40.09,29.69,N/A,10.42,15.47,N/A
Nippon India Quant Dir,Direct,Solution: Children - Equity,16155,118769,INF204K01J34,4.07,0.98,0.76,14.78,17.19,0.95,34,47.57%,29.70%,59.09%,3.28,20.56,10,8,3,3,2,26,Moderate Risk,N/A,N/A,N/A,N/A,84.96,28.83,N/A,10.42,15.47,N/A
Quant Quantamental Dir,Direct,Solution: Children - Equity,41450,148925,INF966L01AK9,3.65,1.06,0.67,16.9,17.35,0.97,28,64.72%,40.69%,64.71%,2.75,25.43,10,8,3,2,2,25,Moderate Risk,N/A,N/A,N/A,N/A,23.92,14.38,10.98,10.42,15.47,13.24
SBI Quant Dir,Direct,Solution: Children - Equity,44804,153154,INF200KB1506,--,--,--,--,--,--,29,56.37%,31.79%,77.56%,2.8,15.6,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,41.47,21.34,15.62,10.42,15.47,13.24
UTI Quant Dir,Direct,Solution: Children - Equity,44865,153204,INF789F1AA98,--,--,--,--,--,--,86,37.10%,19.75%,57.09%,4.81,24.01,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,57.91,17.91,14.15,10.42,15.47,13.24
360 ONE Flexicap Dir,Direct,Solution: Children - Debt,43547,151796,INF579M01AS1,--,--,--,--,--,--,49,35.67%,20.33%,65.79%,4.09,25.67,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,55.91,29.83,N/A,10.42,15.47,N/A
360 ONE Focused Dir,Direct,Solution: Children - Debt,28458,131580,INF579M01902,0.06,0.92,0.48,13.95,12.74,0.6,30,50.36%,30.45%,72.14%,4.14,25.07,6,4,4,4,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,56.54,22.5,1.34,10.42,15.47,13.24
Abakkus Flexi Cap Dir,Direct,Solution: Children - Debt,45683,154043,INF2JJD01136,--,--,--,--,--,--,44,32.03%,19.27%,55.63%,2.96,22.32,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,68.97,21.79,8.67,10.42,15.47,13.24
ABSL Bal Bhavishya Yojna Dir,Direct,Solution: Children - Debt,38821,146407,INF209KB1E84,0.16,0.94,0.49,14.22,12.99,0.61,71,32.68%,20.80%,53.63%,2.98,23.65,6,4,3,4,1,18,Moderately High Risk,N/A,N/A,N/A,N/A,37.7,21.33,N/A,10.42,15.47,N/A
ABSL BSE 500 Momentum 50 Index Fund Dir,Direct,Solution: Children - Debt,45377,153736,INF209KC1589,--,--,--,--,--,--,50,N/A,N/A,N/A,N/A,15.64,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,30.26,7.79,3.23,10.42,15.47,13.24
ABSL BSE 500 Quality 50 Index Dir,Direct,Solution: Children - Debt,45381,153740,INF209KC1613,--,--,--,--,--,--,50,40.98%,20.96%,59.55%,7.65,22.31,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABSL Flexi Cap Dir,Direct,Solution: Children - Debt,15741,120564,INF209K01XX1,3.02,0.95,0.7,14.03,15.91,0.89,78,31.98%,20.25%,59.33%,3.5,25.24,10,8,3,4,2,27,Low Risk,N/A,N/A,N/A,N/A,51.13,29.76,17.85,10.42,15.47,13.24
ABSL Focused Dir,Direct,Solution: Children - Debt,15883,119564,INF209K01WE3,2.26,0.91,0.65,13.62,14.86,0.87,31,46.80%,27.33%,61.97%,3.27,24.27,8,8,4,4,2,26,Moderate Risk,N/A,N/A,N/A,N/A,37.19,6.65,N/A,10.42,15.47,N/A
ABSL Retirement 30s Dir,Direct,Solution: Children - Debt,39181,146575,INF209KB1I23,1.84,0.94,0.6,14.35,14.66,0.77,74,24.36%,13.75%,53.10%,3.48,24.63,8,6,3,4,1,22,Moderate Risk,N/A,N/A,N/A,N/A,100.93,18.29,N/A,10.42,15.47,N/A
Angel One Nifty Total Market ETF,Direct,Solution: Children - Debt,44964,153332,INF1J2R01015,--,--,--,--,--,--,751,30.57%,21.28%,53.25%,2.97,20.44,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,68.23,32.12,N/A,10.42,15.47,N/A
Angel One Nifty Total Market Index Dir,Direct,Solution: Children - Debt,44963,153330,INF1J2R01023,--,--,--,--,--,--,751,30.50%,21.23%,53.12%,3.14,21.34,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.07,9.41,N/A,10.42,15.47,N/A
Angel One Nifty Total Market Momentum Quality 50 ETF,Direct,Solution: Children - Debt,45605,153957,INF1J2R01148,--,--,--,--,--,--,50,48.57%,26.19%,69.61%,5.95,28.19,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,19.67,16.22,N/A,10.42,15.47,N/A
Angel One Nifty Total Market Momentum Quality 50 Index Dir,Direct,Solution: Children - Debt,45607,153956,INF1J2R01122,--,--,--,--,--,--,50,48.71%,26.24%,69.86%,5.54,27.38,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,54.46,40.11,N/A,10.42,15.47,N/A
Axis Flexi Cap Dir,Direct,Solution: Children - Debt,34711,141925,INF846K01B28,0.31,0.97,0.5,14.73,13.33,0.58,60,40.48%,24.27%,56.98%,4.35,30.28,6,6,3,3,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,50.03,48.23,N/A,10.42,15.47,N/A
Axis Focused Dir,Direct,Solution: Children - Debt,15684,120468,INF846K01CQ8,-2.3,0.92,0.3,14.49,10.41,0.42,28,48.57%,28.44%,55.78%,4.51,29.48,2,2,3,4,1,12,High Risk,N/A,N/A,N/A,N/A,34.78,27.45,N/A,10.42,15.47,N/A
Axis Nifty 500 Index Dir,Direct,Solution: Children - Debt,44413,152731,INF846K019W9,--,--,--,--,--,--,501,31.59%,21.98%,53.95%,3.15,21.12,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,53.08,34.69,N/A,10.42,15.47,N/A
Axis Nifty500 Momentum 50 Index Dir,Direct,Solution: Children - Debt,44905,153244,INF846KA1044,--,--,--,--,--,--,50,44.54%,24.34%,75.37%,4.37,26.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,44.76,N/A,N/A,10.42,N/A,N/A
Axis Nifty500 Quality 50 Index Dir,Direct,Solution: Children - Debt,45468,153829,INF846KA1200,--,--,--,--,--,--,50,38.54%,22.41%,61.28%,7.29,23.31,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,40.39,29.64,17.78,10.42,15.47,13.24
Bajaj Finserv Flexi Cap Dir,Direct,Solution: Children - Debt,43653,151895,INF0QA701342,--,--,--,--,--,--,58,35.54%,20.15%,57.08%,3.87,27.71,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,56.6,34.63,19.99,10.42,15.47,13.24
Bandhan Flexi Cap Dir,Direct,Solution: Children - Debt,16501,118424,INF194K01W62,1.28,0.87,0.58,13.12,13.61,0.7,94,37.97%,25.29%,58.18%,3.01,21.81,6,6,4,4,1,21,Moderate Risk,N/A,N/A,N/A,N/A,49.95,22.72,N/A,10.42,15.47,N/A
Bandhan Focused Dir,Direct,Solution: Children - Debt,16507,118421,INF194K01W21,3.67,0.94,0.68,15.48,16.49,0.87,29,54.05%,32.31%,66.71%,2.25,15.97,10,8,3,4,2,27,Low Risk,N/A,N/A,N/A,N/A,34.16,23.81,16.05,10.42,15.47,13.24
Bandhan Nifty 500 Momentum 50 Index Dir,Direct,Solution: Children - Debt,44630,153003,INF194KB1IY0,--,--,--,--,--,--,50,44.64%,24.39%,75.58%,4.37,26.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,40.46,29.83,N/A,10.42,15.47,N/A
Bandhan Nifty Alpha 50 Index Dir,Direct,Solution: Children - Debt,43864,152177,INF194KB1HA2,--,--,--,--,--,--,50,32.42%,18.42%,78.06%,3.15,20,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,34.21,23.93,N/A,10.42,15.47,N/A
Bandhan Nifty Total Mkt Index Dir,Direct,Solution: Children - Debt,44403,152716,INF194KB1IK9,--,--,--,--,--,--,750,30.50%,21.22%,53.17%,3.14,21.34,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,38.23,16.26,4.83,10.42,15.47,13.24
Bank of India Flexi Cap Dir,Direct,Solution: Children - Debt,41018,148404,INF761K01FF5,6.56,1.08,0.81,17.8,20.41,1.14,58,31.88%,18.45%,56.27%,3.13,20.69,12,10,2,2,2,28,Low Risk,N/A,N/A,N/A,N/A,45.14,19.53,9.18,10.42,15.47,13.24
Baroda BNP Paribas Children's Dir,Direct,Solution: Children - Debt,44780,153171,INF251K01UE9,--,--,--,--,--,--,52,31.04%,19.39%,56.91%,3.74,26.79,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,275.37,54.33,N/A,10.42,15.47,N/A
Baroda BNP Paribas Flexi Cap Dir,Direct,Solution: Children - Debt,42312,150387,INF251K01QZ2,1.16,1,0.55,15.1,14.39,0.65,43,32.58%,18.56%,58.45%,3.06,24.8,6,6,3,3,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,13.37,18.71,9.5,10.42,15.47,13.24
Baroda BNP Paribas Focused Dir,Direct,Solution: Children - Debt,34653,150264,INF251K01PN0,-1.31,1.09,0.39,16.62,12.56,0.47,27,51.98%,30.49%,62.71%,3.2,25.76,4,4,3,2,1,14,Moderately High Risk,N/A,N/A,N/A,N/A,60.43,26.22,4.22,10.42,15.47,13.24
Canara Robeco Flexi Cap Dir,Direct,Solution: Children - Debt,16588,118275,INF760K01EF0,0.35,0.93,0.51,13.86,13.12,0.61,72,38.76%,24.99%,56.71%,4.12,27.55,6,6,4,4,1,21,Moderate Risk,N/A,N/A,N/A,N/A,23.54,17.95,6.41,10.42,15.47,13.24
Canara Robeco Focused Dir,Direct,Solution: Children - Debt,41458,148883,INF760K01JQ6,2.01,0.93,0.62,14.06,14.76,0.74,30,48.41%,29.07%,58.14%,4.05,28.55,8,6,3,4,1,22,Moderate Risk,N/A,N/A,N/A,N/A,32.14,14.31,N/A,10.42,15.47,N/A
Capitalmind Flexi Cap Dir,Direct,Solution: Children - Debt,45313,153738,INF226401018,--,--,--,--,--,--,35,27.64%,15.15%,42.53%,2.72,16.92,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,47.85,27.77,16.64,10.42,15.47,13.24
DSP Flexi Cap Dir,Direct,Solution: Children - Debt,16386,119076,INF740K01PI2,1.5,0.99,0.58,14.97,14.69,0.73,65,40.89%,27.76%,63.70%,3.13,20.69,8,6,3,3,1,21,Moderate Risk,N/A,N/A,N/A,N/A,29.96,17.96,11.12,10.42,15.47,13.24
DSP Focused Dir,Direct,Solution: Children - Debt,16388,119096,INF740K01OB0,3.26,0.98,0.68,15.19,16.38,0.9,28,48.30%,29.99%,61.00%,3.12,19.82,10,8,3,3,2,26,Moderate Risk,N/A,N/A,N/A,N/A,11.43,N/A,N/A,10.42,N/A,N/A
DSP Nifty500 Flexicap Quality 30 ETF,Direct,Solution: Children - Debt,45521,153874,INF740KA1WU9,--,--,--,--,--,--,30,66.55%,33.53%,68.14%,5.68,25.82,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,35.78,N/A,N/A,10.42,N/A,N/A
DSP Nifty500 Flexicap Quality 30 Index Dir,Direct,Solution: Children - Debt,45446,153801,INF740KA1WR5,--,--,--,--,--,--,30,66.36%,33.43%,67.95%,6.74,23.4,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,21.49,22.39,16.64,10.42,15.47,13.24
DSP Nifty 500 Index Dir,Direct,Solution: Children - Debt,45719,154088,INF740KA1XY9,--,--,--,--,--,--,500,30.69%,21.31%,52.73%,3.16,21.19,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edelweiss Flexi Cap Dir,Direct,Solution: Children - Debt,29263,140353,INF843K01KK1,3.48,1,0.72,14.9,16.71,0.85,85,32.77%,20.96%,54.63%,3.18,23.21,10,8,3,3,2,26,Moderate Risk,N/A,N/A,N/A,N/A,13.8,N/A,N/A,10.42,N/A,N/A
Edelweiss Focused Dir,Direct,Solution: Children - Debt,42298,150376,INF754K01OP1,2.05,1,0.62,15.02,15.27,0.69,30,51.15%,29.12%,60.35%,3.39,25.36,8,6,3,3,1,21,Moderate Risk,N/A,N/A,N/A,N/A,14.79,14.36,N/A,10.42,15.47,N/A
Franklin India Flexi Cap Dir,Direct,Solution: Children - Debt,16008,118535,INF090I01FK3,2.48,0.94,0.66,14,15.3,0.8,54,43.51%,27.13%,55.92%,3.09,23.36,8,8,4,4,2,26,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Franklin India Focused Equity Dir,Direct,Solution: Children - Debt,15990,118564,INF090I01IW2,0.4,0.9,0.5,13.7,12.92,0.58,28,59.16%,35.71%,64.20%,3.2,23.37,6,6,4,4,1,21,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty 500 Low Volatility 50 ETF,Direct,Solution: Children - Debt,45217,153583,INF666M01LB9,--,--,--,--,--,--,50,43.84%,24.38%,48.37%,3.76,23,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty 500 Momentum 50 ETF,Direct,Solution: Children - Debt,45094,153452,INF666M01KJ4,--,--,--,--,--,--,50,44.63%,24.40%,75.65%,3.74,25.59,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty 500 Momentum 50 ETF FoF Dir,Direct,Solution: Children - Debt,45097,153453,INF666M01JX7,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty Total Market Index Dir,Direct,Solution: Children - Debt,43806,152092,INF666M01HM4,--,--,--,--,--,--,752,30.66%,21.34%,53.44%,3.13,21.27,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,25.89,N/A,N/A,10.42,N/A,N/A
HDFC BSE 500 ETF,Direct,Solution: Children - Debt,43117,151376,INF179KC1EZ4,-0.32,1,0.47,14.62,12.92,0.57,500,32.26%,22.38%,53.79%,2.98,20.32,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDFC BSE 500 Index Dir,Direct,Solution: Children - Debt,43477,151728,INF179KC1GG9,--,--,--,--,--,--,500,32.20%,22.34%,53.67%,3.1,20.74,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,19.34,20.48,12.78,10.42,15.47,13.24
HDFC Diversified Equity All Cap Active FoF Dir,Direct,Solution: Children - Debt,45485,153860,INF179KC1JU4,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDFC Flexi Cap Dir,Direct,Solution: Children - Debt,16026,118955,INF179K01UT0,5.55,0.84,0.91,12.75,17.67,1.05,59,47.24%,31.37%,64.22%,2.96,21.27,12,10,4,5,2,33,Low Risk,N/A,N/A,N/A,N/A,12.06,27.73,20.19,10.42,15.47,13.24
HDFC Focused Dir,Direct,Solution: Children - Debt,16021,118950,INF179K01VK7,5.49,0.82,0.91,12.45,17.4,0.96,29,55.48%,36.41%,75.10%,3.04,21.15,12,10,4,5,2,33,Low Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDFC Retirement Savings Equity Dir,Direct,Solution: Children - Debt,31780,136094,INF179KB1MF0,1.4,0.89,0.59,13.23,13.86,0.71,74,41.13%,26.14%,55.48%,2.84,20.14,6,6,4,4,1,21,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
