Fund Name,Plan,Category,VR ID,ISIN,Scheme Code,Mapping Status,Alpha,Beta,Sharpe,Std Dev,Mean Return,Sortino,"Alpha Score
(/12)","Sharpe Score
(/12)","Std Dev Score
(/6)","Beta Score
(/6)","Sortino Score
(/4)","TOTAL
(/40)",RISK CATEGORY,Verification Status,Note,Return_1Y,Return_3Y,Return_5Y,Return_7Y,Return_10Y,Benchmark_Name,BM_Return_1Y,BM_Return_3Y,BM_Return_5Y,BM_Return_7Y,BM_Return_10Y
Edelweiss Flexi Cap Dir,Direct,Flexi Cap,29263,INF843K01KK1,140353,NAV-verified,3.48,1,0.72,14.9,16.71,0.85,10,8,3,3,2,26,Moderate Risk,OK,Verified ✓,14.21,19.37,16.54,16.41,16.81,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Edelweiss Focused Dir,Direct,Flexi Cap,42298,INF754K01OP1,150376,NAV-verified,2.05,1,0.62,15.02,15.27,0.69,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,12.38,17.91,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Franklin India Flexi Cap Dir,Direct,Flexi Cap,16008,INF090I01FK3,118535,NAV-verified,2.48,0.94,0.66,14,15.3,0.8,8,8,4,4,2,26,Moderate Risk,OK,Verified ✓,7.75,17.71,15.94,15.49,14.82,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Franklin India Focused Equity Dir,Direct,Flexi Cap,15990,INF090I01IW2,118564,NAV-verified,0.4,0.9,0.5,13.7,12.92,0.58,6,6,4,4,1,21,Moderate Risk,OK,Verified ✓,6.51,14.77,14.58,14.56,15.11,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Groww Nifty 500 Low Volatility 50 ETF,Direct,Flexi Cap,45217,INF666M01JY5,153454,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty 500 Momentum 50 ETF,Direct,Flexi Cap,45094,INF666M01JY5,153454,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty 500 Momentum 50 ETF FoF Dir,Direct,Flexi Cap,45097,INF666M01JY5,153454,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty Total Market Index Dir,Direct,Flexi Cap,43806,INF666M01HM4,152092,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.27,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
HDFC BSE 500 ETF,Direct,Flexi Cap,43117,INF179KC1GG9,151728,NAV-verified,-0.32,1,0.47,14.62,12.92,0.57,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,10.08,15.1,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
HDFC BSE 500 Index Dir,Direct,Flexi Cap,43477,INF179KC1GG9,151728,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,9.97,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
HDFC Diversified Equity All Cap Active FoF Dir,Direct,Flexi Cap,45485,INF179KC1JU4,153860,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
HDFC Flexi Cap Dir,Direct,Flexi Cap,16026,INF179K01UT0,118955,NAV-verified,5.55,0.84,0.91,12.75,17.67,1.05,12,10,4,5,2,33,Low Risk,OK,Verified ✓,11.27,20.94,20.44,17.27,17.87,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
HDFC Focused Dir,Direct,Flexi Cap,16021,INF179K01VK7,118950,NAV-verified,5.49,0.82,0.91,12.45,17.4,0.96,12,10,4,5,2,33,Low Risk,OK,Verified ✓,10.5,20.71,21.97,17.79,16.46,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
HDFC Retirement Savings Equity Dir,Direct,Flexi Cap,31780,INF179KB1MF0,136094,NAV-verified,1.4,0.89,0.59,13.23,13.86,0.71,6,6,4,4,1,21,Moderate Risk,OK,Verified ✓,7.46,16.02,17.5,17.27,17.54,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
HSBC Flexi Cap Dir,Direct,Flexi Cap,16320,INF336L01DH5,120046,NAV-verified,2.23,1.04,0.62,15.74,15.74,0.74,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,13.39,18.66,15.24,14.55,14.27,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
HSBC Focused Dir,Direct,Flexi Cap,41022,INF336L01PB2,148411,NAV-verified,1.8,1.01,0.57,15.82,15.09,0.64,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,16.73,17.72,12.85,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Helios Flexi Cap Dir,Direct,Flexi Cap,43839,INF0R8701046,152135,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,14.34,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
ICICI Pru BSE 500 ETF,Direct,Flexi Cap,36037,INF109KC1W09,149333,NAV-verified,-0.33,1,0.47,14.62,12.91,0.57,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,10.05,15.09,12.88,13.64,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
ICICI Pru BSE 500 ETF FOF Dir,Direct,Flexi Cap,41852,INF109KC1W09,149333,NAV-verified,-0.58,0.98,0.45,14.44,12.56,0.54,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,9.82,14.86,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
ICICI Pru Diversified Equity All Cap Active FoF Dir,Direct,Flexi Cap,45888,INF109K1A468,154266,Algorithm Match (86% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154266 nor ISIN INF109K1A468 confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
ICICI Pru Diversified Equity All Cap Omni FoF Dir,Direct,Flexi Cap,40662,INF109KC1I49,148035,NAV-verified,4.38,0.91,0.81,13.63,17,1,10,10,4,4,2,30,Low Risk,OK,Verified ✓,9.61,19.97,18.45,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
ICICI Pru Flexicap Dir,Direct,Flexi Cap,41525,INF109KC1R14,148990,NAV-verified,3.39,0.95,0.7,14.62,16.31,0.77,10,8,3,4,1,26,Moderate Risk,OK,Verified ✓,16.77,19.64,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
ICICI Pru Focused Equity Dir,Direct,Flexi Cap,17412,INF109K018N2,120722,NAV-verified,5.8,0.97,0.87,14.71,18.82,1.07,12,10,3,3,2,30,Low Risk,OK,Verified ✓,14.14,22.29,19.21,18.24,17.12,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
ICICI Pru Nifty 500 Index Dir,Direct,Flexi Cap,44820,INF109KC16Y3,153161,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.01,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
ICICI Pru Retirement Pure Equity Dir,Direct,Flexi Cap,39055,INF109KC1TS2,146349,NAV-verified,9.51,1.02,1.08,15.55,22.89,1.45,12,12,3,3,2,32,Low Risk,OK,Verified ✓,25.05,26.93,22.85,19.88,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
ITI Flexi Cap Dir,Direct,Flexi Cap,43120,INF00XX01CO7,151379,NAV-verified,5.37,1.06,0.8,16.4,19.07,0.96,12,10,3,2,2,29,Low Risk,OK,Verified ✓,17.21,22.1,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
ITI Focused Dir,Direct,Flexi Cap,43534,INF00XX01CS8,151777,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,18.41,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Invesco India Flexi Cap Dir,Direct,Flexi Cap,42014,INF205KA1494,149763,NAV-verified,3.81,1.02,0.69,16.12,17.22,0.76,10,8,3,3,1,25,Moderate Risk,OK,Verified ✓,10.75,20.83,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Invesco India Focused Dir,Direct,Flexi Cap,41096,INF205KA1213,148481,NAV-verified,5.99,0.98,0.81,16.25,19.11,1.14,12,10,3,3,2,30,Low Risk,OK,Verified ✓,5.82,23.39,17.05,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
JM Flexicap Dir,Direct,Flexi Cap,16547,INF192K01CC7,120492,NAV-verified,3.65,1.05,0.68,16.57,17.22,0.83,10,8,3,3,2,26,Moderate Risk,OK,Verified ✓,4.51,19.57,17.36,17.62,17.8,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
JM Focused Dir,Direct,Flexi Cap,16539,INF192K01BW7,120488,NAV-verified,1.41,1.02,0.55,16.06,14.79,0.68,6,6,3,3,1,19,Moderately High Risk,OK,Verified ✓,7.58,17.72,14.45,12.02,15.27,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
JioBlackRock Flexi Cap Dir,Direct,Flexi Cap,45482,NOT ISSUED BY AMFI YET,NOT ISSUED BY AMFI YET,Fund too new for AMFI NAV Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code NOT ISSUED BY AMFI YET nor ISIN NOT ISSUED BY AMFI YET confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Flexicap Dir,Direct,Flexi Cap,17140,INF174K01LS2,120166,NAV-verified,1.32,0.95,0.57,14.37,14.23,0.67,6,6,3,4,1,20,Moderate Risk,OK,Verified ✓,14.46,17.03,13.83,14.18,15.45,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Kotak Focused Dir,Direct,Flexi Cap,40098,INF174KA1EN7,147473,NAV-verified,2.79,0.93,0.69,13.86,15.53,0.76,8,8,4,4,1,25,Moderate Risk,OK,Verified ✓,19.55,18.5,15.14,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Kotak Nifty Alpha 50 ETF,Direct,Flexi Cap,41896,INF174KA1XG1,153781,NAV-verified,4.37,1.35,0.63,22.29,20.16,0.81,10,6,1,1,2,20,Moderate Risk,OK,Verified ✓,14.41,23.52,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Kotak Nifty Alpha 50 Index Dir,Direct,Flexi Cap,45402,INF174KA1XG1,153781,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty500 Momentum 50 Index Dir,Direct,Flexi Cap,45646,INF174KA1YC8,154032,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
LIC MF Children's Dir,Direct,Flexi Cap,17648,INF767K01FB1,120285,NAV-verified,-2.95,0.89,0.24,14.12,9.47,0.26,2,2,3,4,1,12,High Risk,OK,Verified ✓,6.69,11.3,8.74,9.92,9,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
LIC MF Flexi Cap Dir,Direct,Flexi Cap,16756,INF767K01EG3,120264,NAV-verified,-1.3,1,0.38,15.53,11.93,0.44,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,13.14,13.84,11.88,12.63,11.8,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
LIC MF Focused Dir,Direct,Flexi Cap,34738,INF397L01KA7,152010,NAV-verified,-4.04,0.97,0.2,15.03,8.98,0.24,2,2,3,3,1,11,High Risk,OK,Verified ✓,4.88,10.01,10.54,11.35,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
Mahindra Manulife Flexi Cap Dir,Direct,Flexi Cap,41633,INF174V01AS2,149104,NAV-verified,1.08,0.95,0.56,14.07,13.95,0.69,6,6,3,4,1,20,Moderate Risk,OK,Verified ✓,8.62,16,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Mahindra Manulife Focused Dir,Direct,Flexi Cap,41169,INF174V01AG7,148567,NAV-verified,4.78,0.92,0.81,14.09,17.43,1.02,10,10,3,4,2,29,Low Risk,OK,Verified ✓,11.19,19.76,18.4,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Mirae Asset Flexi Cap Dir,Direct,Flexi Cap,43134,INF769K01JJ2,151412,NAV-verified,1.9,0.94,0.62,13.93,14.72,0.75,8,6,4,4,1,23,Moderate Risk,OK,Verified ✓,16.99,17.34,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Mirae Asset Focused Dir,Direct,Flexi Cap,39823,INF769K01EU0,147206,NAV-verified,-5.19,0.92,0.1,14.48,7.48,0.12,1,2,3,4,1,11,High Risk,OK,Verified ✓,3.65,9.6,8.86,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Mirae Asset Nifty Total Market Index Dir,Direct,Flexi Cap,44601,INF769K01MD9,152968,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.41,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal BSE 1000 Index Dir,Direct,Flexi Cap,45219,INF247L01FM9,153596,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Diversified Equity Flexicap Passive FoF Dir,Direct,Flexi Cap,45729,INF247L01GL9,154112,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Flexi Cap Dir,Direct,Flexi Cap,26125,INF247L01502,129046,NAV-verified,5.71,0.98,0.75,17.05,18.83,0.99,12,8,2,3,2,27,Low Risk,OK,Verified ✓,4.81,21.59,12.58,12.58,13.88,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Motilal Oswal Focused Dir,Direct,Flexi Cap,19514,INF247L01189,122389,NAV-verified,-3.13,1.03,0.24,17.93,10.35,0.3,2,2,2,3,1,10,High Risk,OK,Verified ✓,20.29,11.55,8.57,11.7,12.72,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Motilal Oswal Nifty 500 ETF,Direct,Flexi Cap,43812,INF247L01957,147625,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.64,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty 500 Index Dir,Direct,Flexi Cap,40240,INF247L01957,147625,NAV-verified,0.01,1,0.49,14.63,13.25,0.6,6,4,3,3,1,17,Moderately High Risk,OK,Verified ✓,10.68,15.52,12.98,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Motilal Oswal Nifty 500 Momentum 50 ETF,Direct,Flexi Cap,44555,INF247L01DL6,152875,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,15.02,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty 500 Momentum 50 Index Dir,Direct,Flexi Cap,44554,INF247L01DL6,152875,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,15.27,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Alpha 50 ETF,Direct,Flexi Cap,45363,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
NJ Flexi Cap Dir,Direct,Flexi Cap,43714,INF0J8L01156,151917,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.22,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Navi Flexi Cap Dir,Direct,Flexi Cap,36686,INF959L01DT9,143793,NAV-verified,-0.61,0.96,0.43,14.67,12.37,0.54,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,16.86,15.41,13.94,13.84,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
Nippon India Diversified Equity Flexicap Passive FoF Dir,Direct,Flexi Cap,41241,INF204KB16X6,148642,NAV-verified,-0.22,1,0.48,14.71,13.03,0.61,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,9.61,15.11,12.86,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Nippon India Flexi Cap Dir,Direct,Flexi Cap,41616,INF204KC1121,149094,NAV-verified,0.73,0.98,0.53,14.77,13.87,0.63,6,6,3,3,1,19,Moderately High Risk,OK,Verified ✓,9.79,16.25,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Nippon India Focused Dir,Direct,Flexi Cap,16129,INF204K01F95,118692,NAV-verified,0.1,0.92,0.48,14.09,12.78,0.64,6,4,3,4,1,18,Moderately High Risk,OK,Verified ✓,10.5,15.05,13.45,14.57,15.1,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Nippon India Nifty 500 Low Volatility 50 Index Dir,Direct,Flexi Cap,45109,INF204KC1EQ2,153474,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Nippon India Nifty 500 Momentum 50 Index Dir,Direct,Flexi Cap,44558,INF204KC1DG5,152881,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,15.36,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Nippon India Nifty 500 Quality 50 Index Dir,Direct,Flexi Cap,45105,INF204KC1EW0,153470,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Nippon India Retirement Wealth Creation Dir,Direct,Flexi Cap,29291,INF204KA1B98,133630,NAV-verified,2.06,0.97,0.62,14.54,15.1,0.74,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,10.15,17.76,14.7,11.91,12.78,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Old Bridge Flexi Cap Dir,Direct,Flexi Cap,45846,INF0S5R01133,154225,Algorithm Match (93% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154225 nor ISIN INF0S5R01133 confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Old Bridge Focused Dir,Direct,Flexi Cap,44038,INF0S5R01042,152358,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.01,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
PGIM India Flexi Cap Dir,Direct,Flexi Cap,29473,INF663L01FF1,133839,NAV-verified,-1.45,0.9,0.37,13.88,11.11,0.48,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,10.02,13.51,12.1,16.66,15.97,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Parag Parikh Flexi Cap Dir,Direct,Flexi Cap,19701,INF879O01027,122639,NAV-verified,6.06,0.62,1.08,9.76,16.55,1.41,12,12,6,6,2,38,Very Low Risk,OK,Verified ✓,8.2,18.62,16.73,19.62,18.29,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Quant Flexi Cap Dir,Direct,Flexi Cap,17377,INF966L01911,120843,NAV-verified,1.91,1.1,0.56,17.5,15.86,0.89,8,6,2,2,2,20,Moderate Risk,OK,Verified ✓,12.2,18.85,19.19,22.13,20.27,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Quantum Diversified Equity All Cap Active FoF Dir,Direct,Flexi Cap,10550,INF082J01093,112039,NAV-verified,0.6,0.93,0.53,13.77,13.36,0.61,6,6,4,4,1,21,Moderate Risk,OK,Verified ✓,9.51,15.74,12.65,12.81,13.3,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
SBI Flexicap Dir,Direct,Flexi Cap,17514,INF200K01UG1,119718,NAV-verified,-1.48,0.89,0.37,13.24,10.95,0.42,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,8.36,13.04,11.63,12.74,13.61,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
SBI Focused Dir,Direct,Flexi Cap,16324,INF200K01RJ1,119727,NAV-verified,4.7,0.75,0.84,12.02,16.15,1.06,10,10,4,6,2,32,Low Risk,OK,Verified ✓,16.86,19.17,15,15.63,16.06,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
SBI Nifty 500 Index Dir,Direct,Flexi Cap,44567,INF200KB1381,152908,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.44,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
SBI Retirement Benefit Aggressive Dir,Direct,Flexi Cap,41271,INF200KA1S55,148683,NAV-verified,-2.16,0.93,0.33,13.95,10.58,0.38,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,9.41,12.59,14.61,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Samco Flexi Cap Dir,Direct,Flexi Cap,41935,INF0K1H01024,149450,NAV-verified,-10.75,1.08,-0.16,18.89,3.09,-0.17,1,1,2,2,1,7,High Risk,OK,Verified ✓,7.23,2.54,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Shriram Flexi Cap Dir,Direct,Flexi Cap,37581,INF680P01109,144905,NAV-verified,-3.14,1.02,0.26,16.49,10.24,0.29,2,2,3,3,1,11,High Risk,OK,Verified ✓,6.85,11.65,10.57,10.93,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
Sundaram Flexi Cap Dir,Direct,Flexi Cap,42504,INF903J01MJ3,119581,NAV-verified,0.18,0.91,0.49,13.71,12.78,0.59,6,4,4,4,1,19,Moderately High Risk,OK,Verified ✓,9.98,15.12,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Sundaram Focused Dir,Direct,Flexi Cap,16614,INF173K01EK6,149533,NAV-verified,-0.07,0.84,0.47,12.77,12,0.57,4,4,4,5,1,18,Moderately High Risk,OK,Verified ✓,8.28,14.02,12.31,14.5,14.66,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
TRUST MF Flexi Cap Dir,Direct,Flexi Cap,44271,INF1MIY01031,153543,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.97,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Tata Children's Dir,Direct,Flexi Cap,16957,INF277K01QW4,119312,NAV-verified,-4.38,0.97,0.18,14.64,8.68,0.23,2,2,3,3,1,11,High Risk,OK,Verified ✓,0.27,10.45,10.42,12.56,11.21,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Tata Flexi Cap Dir,Direct,Flexi Cap,37437,INF277K015K0,144546,NAV-verified,2.11,0.87,0.63,13.21,14.39,0.81,8,6,4,4,2,24,Moderate Risk,OK,Verified ✓,8.5,17.1,12.95,13.89,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
Tata Focused Dir,Direct,Flexi Cap,40405,INF277K017X9,147757,NAV-verified,0.64,0.93,0.52,14.1,13.35,0.6,6,6,3,4,1,20,Moderate Risk,OK,Verified ✓,10.68,15.77,14.22,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Tata Retirement Savings Progressive Dir,Direct,Flexi Cap,17020,INF277K01QO1,119251,NAV-verified,0.89,0.94,0.53,14.62,13.73,0.66,6,6,3,4,1,20,Moderate Risk,OK,Verified ✓,10.02,16.63,12.44,13.23,14.82,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Taurus Flexi Cap Dir,Direct,Flexi Cap,16705,INF044D01BU9,118883,NAV-verified,-1.35,0.99,0.38,15.03,11.79,0.49,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,6.72,13.58,10.79,9.69,10.34,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
The Wealth Company Flexi Cap Dir,Direct,Flexi Cap,45499,INF2F0001040,153872,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
UTI Children's Equity Dir,Direct,Flexi Cap,15867,,154084,NAV-verified (corrected),-1.62,0.96,0.37,14.41,11.33,0.46,4,4,3,3,1,15,Moderately High Risk,FIXED,ISIN was missing → filled from NAV,5.99,13.12,10.85,12.41,13.38,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
UTI Flexi Cap Dir,Direct,Flexi Cap,15714,INF789F01TC4,120662,NAV-verified,-4.07,0.87,0.16,13.85,8.25,0.22,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,1.5,10.01,6.87,11.45,12.59,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
UTI Focused Dir,Direct,Flexi Cap,41629,INF789F1AVA3,149091,NAV-verified,0.28,0.96,0.49,14.63,13.27,0.6,6,4,3,3,1,17,Moderately High Risk,OK,Verified ✓,7.81,15.55,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
UTI Nifty500 Shariah Index Dir,Direct,Flexi Cap,45821,,154197,NAV-verified (corrected),,,,,,,1,1,1,1,1,5,High Risk,FIXED,ISIN was missing → filled from NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Unifi Flexi Cap Dir,Direct,Flexi Cap,45189,INF1MIY01031,153543,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Union Children's Dir,Direct,Flexi Cap,43924,INF582M01JK3,152219,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,13.36,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Union Diversified Equity All Cap Active FoF Dir,Direct,Flexi Cap,45473,INF582M01LZ7,153824,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
